from,to
0000dd4dd5c820e41d1642dbd74ba1868d186676,volume::plant signalling & behavior::2012::18
0000dd5656b310baae923f2c364c0ed8a2245043,volume::journal of public health::2020::20
0000f5bc31656fc6b1812f6238952350c9271c74,volume::highlights in science engineering and technology::2024::13
0000f6b8ae9c82f8833daca800d65e7b5f75e37d,volume::globalization and health::2021::8
0000f989e16a221b0748520f8a52811633f5e9ab,volume::wcae-4 '98::1998::4
0000fa5e2c4f3d0280bad11871ef16ae3c8ac122,volume::arxiv.org::2025::6
0000fa82f09233cf5c6cc77d97b294799edf1cff,volume::endocrinology::2001::2
0000fede4fc220e7ff84603dc6373ba059718cbd,volume::international journal of research in business and social science::2023::20
0000fee86225baf61ef57a9ae073154e41210504,volume::bmc bioinformatics::2015::1
000104c51ac3ea091a9a8d461be242a693ef58d3,volume::wei sheng yan jiu = journal of hygiene research::2026::19
00010678ac29b464f89200d1e5372e3e32b441d1,volume::theoretical biology and medical modelling::2015::5
00010e138ca1632c24faa5b638b5eca2603e71fb,volume::multimedia tools and applications::2015::19
00011f3b71f704bf34ab3e3d8ea88cf07037f9b5,volume::machine-mediated learning::2015::9
000123fcf516303018d35f4d7c275914b0951878,volume::biorxiv::2020::2
00013bd6bf7796e8349040946b166c7eb8c66596,volume::decision sciences::2003::15
00013ea0a3977350b3cbb1123c6f346f0e74d03a,volume::ieee international symposium on on-line testing and robust system design::2019::10
000159c2f8166a41835eb474b3d279594b6af9f8,volume::winter simulation conference : proceedings::1990::19
0001637542f4bb9ef3425c952a1d84d193d643fb,volume::journal of systems science and complexity::2015::19
00016479fa7801ff4932ca9a3440bd44475761fa,volume::trends in hearing::2022::7
000169424d65afc64b4ab6e53d36de1c6650e689,volume::health promotion international::2024::3
000170e0e67cae990b5cebce7f9f2f7b0f72c496,volume::ksii transactions on internet and information systems::2020::20
0001737302ae273dd1b7d3f144909c2d3f197a2b,volume::neural computing & applications (print)::2021::4
000176755568abce35bbca0aaeb9482c62bb2aa7,volume::journal of aircraft::2023::10
00017bf83add2aa8c80ad651f5f8f71897f63cf4,volume::anemon muş alparslan üniversitesi sosyal bilimler dergisi::2023::4
00017c2d77aa6c4260fe29017ce7c362f2d19a26,volume::british medical journal::2021::15
00018200bd927c6aa83237a1c27d2b579ed29967,volume::chemosphere::2016::13
000185d4a937235b62e041485beb1169700af6e3,volume::npj systems biology and applications::2022::13
00019299b5fff5a43b7aa82cc72649e739a38006,volume::archives of environmental health an international journal::2002::3
0001995c16a306c8987150236a8688d74693a507,volume::international journal of semantic computing::2018::17
00019dd905a0168027bd7208a851dd78f33e1d1c,volume::journal of animal ecology::2018::20
00019e2a42e561727905ab08fd95b58249627191,volume::international conference on medical image computing and computer-assisted intervention::2019::12
0001a5296bfb2c18ceabf3d1f8ef850844da2ccb,volume::acm transactions on graphics::2022::13
0001b61d3cccf2cbfeffa716731bcc72c2e748d1,volume::ieee journal of biomedical and health informatics::2023::18
0001b6a1c2b7e53f04940decdd06c4694e4c9d3c,volume::journal of cardiovascular pharmacology::2014::5
0001bace9a9d0653a250f84019bb296a1f37beb0,volume::european journal of preventive cardiology::2024::7
0001d0ebfeb82a9c0fe964bd5ca0811f352883cf,volume::frontiers in oncology::2025::5
0001d41d20f651af9ac71d861cf0216f84478667,volume::data in brief::2021::14
0001d6c8fcc6f704ffbaf1df8fba580420ae7f54,volume::nature communications::2021::11
0001d80ad2908299fcb099795facc8910e044012,"volume::nephrology, dialysis and transplantation::2011::16"
0001f522d320d07cb9cb12203768640c673efd1e,volume::tropical and subtropical agroecosystems::2023::5
0001fd0c0b9635436c4ab332ef7e21c360bbe604,volume::ieee transactions on geoscience and remote sensing::2003::16
0001fed90da3fe539627d0f656589709e27c575b,volume::journal of child psychology and psychiatry and allied disciplines::2000::4
00020053f02ed4070cad185fbeddd38cc97556ec,volume::italian national conference on sensors::2025::18
00020a24418729bfccb0f5d6f4624116fd2d2505,volume::ieee transactions on biomedical engineering::1992::8
00020ff60398ebaa2a9137381ab152a32d2f9a93,volume::wireless personal communications::2022::15
00021299b14bf0764c1fdbc785f3cef4a2e5080f,volume::bmc psychology::2024::12
00021369cd567a64f7a3da438738d0b689bf5c67,volume::ieee international geoscience and remote sensing symposium::2024::18
0002144073aec5ccb4bbcec9a645868f0eec0a03,volume::journal of physical chemistry a::2015::7
000217c6e828fab960ecc82793f4d6e5a4357cc0,volume::sn computer science::2023::3
00021ab15cf7ceee231d19f4a598a3ae064e1489,volume::new england journal of medicine::1994::13
0002251c2427608e045e837b74505d3c1a29824b,volume::comput. methods programs biomed.::2023::19
00022ed91843f20c6df8e4306e9f91e2ddc86c77,volume::experimental and molecular medicine::2018::7
000232d0b09bd67f6a840d0a7d19b4654cb7fee9,"volume::international conference on systems, signals, and image processing::2020::16"
0002374d040e99d93df679b0088acf42dda237c9,volume::royal society open science::2021::9
000242cb2f44a4cb85e54b3880d0483f54390ec6,volume::the journal of frailty & aging::2014::10
00025f74d7ea5520f61b49c12574cbf4f2ab9131,volume::plos one::2014::7
0002693c9b8fe748c3e322979587bdf20148f8de,volume::journal of dairy science::2022::5
00026b2465b3ad8d96971125f7b4ed8c916ec20b,volume::ieee/asme transactions on mechatronics::2025::16
00026b75f846da9ae71e0797fce3471a2e2fc5a4,volume::journal of biological chemistry::2011::13
0002715b04014c7b61c5bb10f9ddee917c93e08e,volume::j. electronic imaging::2023::9
000286c330c5cde607920e106537ecdb350f0ee6,volume::cell and tissue kinetics::1977::10
00028d7044f0678ba3657812b898b0ebe738b55a,"volume::international joint conference on knowledge discovery, knowledge engineering and knowledge management::2014::1"
00028e08469a73f19046858898aad9d0deecf162,volume::ieee access::2023::10
00029400a409eedd8b9e645d807b4926c7d771f3,volume::lgbt health::2025::20
000295b9e5ce846e27e172bea069310aa086ad69,volume::american journal of physiology - gastrointestinal and liver physiology::1999::4
0002a270014d42279ee871ae1b1d748128ff325e,volume::petra::2022::19
0002ae0e321dde5ed7e5552339d0988e443bcb46,volume::methods of information in medicine::2001::1
0002b568154d66ae99ead0427c3f9795a46e9029,volume::ieee international conference on consumer electronics::2022::3
0002b570a7f566fb1ae955c8775a5ec925e1a42b,volume::cancer immunology and immunotherapy::2012::15
0002ca36b8204bb30c545cb9638c8072646932cb,volume::proceedings of the national academy of sciences of the united states of america::2004::2
0002cb402d23ec089299534d31651b2986eaa058,volume::current hiv/aids reports::2020::8
0002db2a7f8cbdb9c9fb10e8ed87200556653019,volume::decision analytics::2024::9
0002dce88755f95febf5f7ed1f1d175f0bfa8c17,volume::biorxiv::2025::20
0002dd1cab338eaf7397328ac6300d8af499d1fa,volume::poultry science::2025::1
0002fbf6371786ec4d0e869b0d9ec33412c51ccb,volume::biorxiv::2024::13
0002ff7ccc921d572672591e21551a58bdb99fc1,volume::arxiv.org::2025::7
0003035b563f9750f9a677d5b013a95fe09af0db,volume::international journal of innovative science and research technology::2025::3
000307687c9c78eea1209c7afd47b906e1e6f963,volume::world electric vehicle journal::2025::1
000314f9b0007e9aecb790393740a9d1ab8662a2,volume::american journal of qualitative research::2024::6
00031ec784958fbbcce587d11bcd91e72f07b52d,volume::medical engineering and physics::2006::1
00031fe6462cd6fd7e289a995f37974f63e99f75,volume::inżynieria mineralna::2025::12
000334ec04360f9e5ad014731ef123cd36aaf03a,volume::orthopaedic journal of sports medicine::2024::7
0003416986a4168a2836fea69ca40726c426c08f,volume::frontiers in cell and developmental biology::2020::7
000342b58d2b7b06d193bb3efe2a87616ecc795b,volume::environmental science and technology::2022::15
00034fd6a4f67aa9dfea81c67feeb13251eed961,volume::international journal of computer assisted radiology and surgery::2016::1
0003587d80377d686df3f49818ab6d5cd3bd8d3a,volume::cellular and molecular gastroenterology and hepatology::2019::2
00036154f8a9ebe66d4c88ec0aebf2dbb9e17d3d,volume::journal of the acoustical society of america::2011::7
0003652f523f5972033aeebdd287af018c9a4833,volume::arxiv.org::2024::1
000365d2fe2f944eaaccb31cfd517e6347f98f43,volume::cancer biotherapy and radiopharmaceuticals::2007::11
0003678d3d567451ce3111588fdcd33468760f9d,volume::ieee transactions on medical imaging::2018::10
000372bddacc9683831e2c60ed18176b430ecb93,volume::international conference on intelligent user interfaces::2007::11
000376d431e3428e39e614135105674c151af8d4,volume::family process::2013::20
00037e03c69119ea45bf027fb3a37c6aa47e0ed0,volume::physical review letters::2020::19
000389dff1510251b7dbb44e4297bbaa48c062fd,volume::astrophysical journal::2023::18
00038a82d698e60f327dcf0ac369ac0dd496c4a2,volume::ieee transactions on radiation and plasma medical sciences::2025::9
00038ec4254c6dd72c8843b717dc2ff6ffd88d92,volume::international journal of innovation management and organizational behavior::2024::2
0003990d57e315db73148238adf588c4020b641c,volume::academic journal of management and social sciences::2023::1
00039fb94e6c07a496ddef1360d2d6819fc79a0f,volume::ieee access::2019::17
0003a04a41df9e421486ac75c7cc2d910acce2b8,volume::journal of statistical computation and simulation::2024::2
0003aac86d1e05fc2e664b1d05d92c91136199a9,volume::archives of oto-rhino-laryngology::2004::16
0003ab80f06edd6055d7973a0de2246f201e4bbf,volume::plos one::2024::17
0003bbf8f2510d19063335a39ebc046232e66838,volume::comput. biol. medicine::2024::4
0003be413c53a53a5d0954c30f9454df5c1b2c1f,"volume::the journals of gerontology. series b, psychological sciences and social sciences::2024::4"
0003c0c6f4af23cdd8d91211adcaef62d8f882b0,volume::journal of authentic research::2025::3
0003c6131a0c6dee749bed02d008361dc23024f2,volume::decision support systems::2007::15
0003c616aabe6d0e9c22ef0353cdc863a0646800,volume::annals of vascular surgery::2007::17
0003d53679638abe87be1560342a977b754473fa,volume::sri lankan journal of applied statistics::2023::17
0003d6091d1d07c626be398ef236bcede1c9f81f,volume::bmc infectious diseases::2010::20
0003d69ffd2478d179e3ac4b333714034d604eb3,volume::proceedings of the national academy of sciences of the united states of america::2023::1
0003de2a681635420e9461afcb6a3933844197b0,volume::australian meteorological magazine::1977::18
000401445276830d74f6a0b4c43bd3631bb27ac1,volume::journal of multimorbidity and comorbidity::2022::12
0004032163b4e961ba7d65074af009a90d33f338,volume::italian national conference on sensors::2020::17
000416d8390ec062fcf940ea62add7f94db37a49,volume::revista politécnica::2023::8
0004253cbff9d99736212f15a7260ea75add3b94,volume::jpi (jurnal pendidikan indonesia)::2024::5
0004445f65e9097e8874c229ed43f3a746f93d85,volume::ieee international geoscience and remote sensing symposium::2018::3
0004553ea851d11b38a32dddda090631022e1bd3,volume::supportive care in cancer::2017::12
000455ec39926416979188b78382e81acfaccc78,volume::jati (jurnal mahasiswa teknik informatika)::2026::19
000455fbde940a92b764b11c79282d0bf7402f08,volume::processes::2023::14
00046ae2bbf381ebbc72dba510d17da419890428,volume::neural processing letters::2022::2
00046b2194de788f4ea1b82070b175e9768f6640,volume::rairo oper. res.::2023::9
00046c2db91ca3f3f111033494245b3bd59d5345,volume::jmir medical education::2018::8
000472ad1e1bf1733ce3639830c0a4d908726ac5,volume::international journal of molecular sciences::2022::5
000475ec15f71baa740d6b531cd33150275761cc,volume::neuroimage::2012::15
00047c225cf4227b9450020fd61ffc51ea6aaf86,volume::artif. intell. medicine::2021::7
00048fc11e42f4dc6b8a8dee51f62172de6eec5f,volume::cancer immunology research::2019::1
000495cdca87665c029261e90ff8cb15275fe258,volume::innovations in education & teaching international::2024::1
00049f989067d082f7f8d0581608ad5441d09f8b,volume::ieee signal processing letters::2016::7
0004a22a09f375822496bead0935ba7c9075b68d,volume::international journal of endocrinology::2014::9
0004a68a8d7e42fefe79dc07d9c440f5d0e36ac5,volume::biorxiv::2025::1
0004a888ba2666bfd3c1db699568301295d61826,volume::interactive technology and smart education::2008::10
0004aca61967ccaaeec0fd4a1ed185f4231ad373,volume::biophysical chemistry::1988::12
0004b0b2d0ae1ff6cb606d75a5a9a5b0b6bb5ba8,volume::journal of biomechanics::2005::14
0004b7bc7543281648adee4af40603f1562dfba5,volume::bmc proceedings::2007::6
0004bc88705a1f0cec69e92e234748c657a2555b,volume::american journal of health promotion::2003::13
0004be770394b7e6056d8382b06e9ee7e04e59bf,volume::records of chemical sciences::2025::9
0004cd542e0b0f180506763f362d71322f31d22c,volume::journal of mental health::2017::2
0004dd1da33e83c2eb8e721c89e5ce5b5c6b87b1,volume::nuclear science and techniques::2023::13
0004ecb681cb675ec2f6c5b2fc4d302de6432481,volume::dental traumatology::2016::15
0004f6afe9da0e981c26c5f9726b2615d4d65fc5,volume::jurnal ilmiah sekolah dasar::2023::10
0004ff40da0fa76c7f5d0d0e0734cd1abf0bd7c2,volume::journal of neuro-oncology::2010::15
0005125eddde530c6a558b66cf29aacfaf7f3611,volume::jurnal muara pendidikan::2023::20
0005130e0bb6cacf27b6272a56a41d415e18a736,"volume::ieee international conference on systems, man and cybernetics::2021::7"
0005256cca3d01d63bda812485f43e3afe1d32f5,"volume::physical review d, particles and fields::1989::15"
00052fd687d4ee16d20e60ce8e3bcd44be5ca19f,volume::library hi tech::2016::8
0005318c11e9d059a0d2d9b1cebce69afa6256cf,volume::proceedings of the national academy of sciences of the united states of america::2018::12
0005326ae2e19ed062a4fecd83159667872878c3,volume::cogent education::2025::19
000538cabc91c71573cee037faf5fed5d0f41242,volume::waste management::2007::10
00053c1548c103bda217da1eceb746c0d10dd5d8,"volume::governance. an international journal of policy, administration and institutions::2024::10"
000540cd58aefdd94bc87ed138f6946135b7de18,volume::jurnal pendidikan sekolah dasar::2021::4
000541b4857e3783f1ec65f5ade22226215b51b4,volume::molecular cancer therapeutics::2017::6
000554dffd6cef1b87ca17683aefe393ba953083,volume::bmc bioinformatics::2008::15
000559ddec47a6e2f1b06829d1b1c2f73270b55f,volume::ieee transactions on network science and engineering::2020::14
000562998696ef5b3ccc63114f7d7d27fd9d8805,volume::igarss 2003. 2003 ieee international geoscience and remote sensing symposium. proceedings (ieee cat. no.03ch37477)::2003::2
0005652ac7e1bed2163fa6815bb38172fae80525,"volume::international journal of advanced research in science, communication and technology::2023::20"
00057c6dc14a101390a87e6abd50791849ad3a81,volume::npj parkinson's disease::2020::4
00057d0b85ffb86a617a5e69958554bc35ab70c2,volume::journal of pediatric surgery::2025::9
000598bcac36ab2809c5a5cd44f62f6f8cc748e5,volume::journal of molecular and cellular cardiology::2021::9
000599cbc4db4fb6b780ddf4dfd85ef3a9430b59,volume::journal of computing and information science in engineering::2025::17
00059c57d3d0d2a68499feea943b1e801f37882d,volume::scientific reports::2025::12
00059c9f8779807b674228bcdf22dd25f1b7d923,volume::canadian journal of statistics::2024::4
0005a412ddf59452f7c58c49b6060a62d0bba0f1,volume::agriculture::2024::11
0005ab8a1020ae3722355a5b3bd045327cca8d2a,volume::rmd open::2026::2
0005b1e1abdfc16b6667354ac6a06e04e759cce8,volume::physical review b (condensed matter)::1996::14
0005bad9909e917d55c31481de9567bf8399d781,volume::proceedings of the national academy of sciences of the united states of america::1999::20
0005cfc3bc0ba32dd98da635dd3b3118de4c3b52,volume::plos one::2024::14
0005d51c23e705edfd03ff623a57510deb21302f,volume::epilepsy research::2021::17
0005da1b9078b6428285917ef80a711447777c0b,volume::ieee international geoscience and remote sensing symposium::2009::7
0005e6729c8e90f8cb7848afe5668a6fca71bd5a,volume::spine::2014::3
0005ef08c24c2a6321676d85024368c06edd4830,"volume::physical review. e, statistical, nonlinear, and soft matter physics::2005::20"
0005f6d4318b963c623ce471083c04236fd46b6c,volume::applied sciences::2025::16
0005fd8c42aa154fb6ac2e4ccb2331630ce49b4c,volume::frontiers in psychology::2022::7
0006113773894435bbc04e5d7b0aefd901fde686,volume::applied intelligence (boston)::2025::19
00061b4b54ab8d80035a33c8f42ee4eecb8dac54,volume::frontiers in psychology::2026::16
000621a67fa7b6ca0a0d3240e2e67d0db2581682,volume::ieee transactions on big data::2020::20
0006230e0fa5279f70bf10214ab1180d13d16425,volume::antimicrobial agents and chemotherapy::2020::12
0006278d2734a2fcd3af1267ab7a80d6698d8669,volume::korean association for learner-centered curriculum and instruction::2023::7
00062a8db0ee7fbf22a20be39514fb672667ea8c,volume::multimedia tools and applications::2024::13
00062c81535b905559018fae17ac3fded1fd26bb,volume::journal of medical primatology::2004::6
000634d00e45d43a7abbc57c02bea6d663cb9232,volume::bmc bioinformatics::2011::3
000639e12dc31d692cac05fa83654ce3e0a41b9e,volume::retos::2025::17
00063a7112bf968e9601386929b80ee8a5b0e941,volume::ieee design & test of computers::1998::15
000645fc2ede0058e75516263ad66caa72dc8153,volume::journal of personality assessment::2005::14
00064ea25253e7e558996f4b2683decdfba5f591,volume::oncotarget::2016::17
00065088f8ee53783d127a3c78369ecf73130c18,volume::dtrap::2020::1
000651c8f5971dff64d5cbeafe7302a53895823e,volume::international conference on pattern recognition::2020::16
0006544a454f4a7072f88ca0862155757b444892,volume::journal of chemical information and modeling::2017::11
0006598a3a23d14f8e304e08cbf75691faeade97,volume::bmc microbiology::2020::17
00066a5fd641c90ead9f78a6b128d09a5edc35e9,volume::journal of chemical information and modeling::2025::16
00066b7492ecc8f470f5bb13eeecfff1f5627c19,volume::jmir public health and surveillance::2017::1
00066c5c601f6f2572a57b76fac5cf50de3e6157,volume::journal of thoracic and cardiovascular surgery::2023::20
00066d848a33b5218af7ea3fcc5b14fe29138e0b,volume::bioinform.::2011::20
00066efbec2c364ffbb9b3b9820ea73f30cfb6a3,volume::person-centered review::2024::18
00067167780586c68340794b24c719cf5cc86910,volume::ieee transactions on instrumentation and measurement::2023::7
000678b1dd94d0c9396e81e51a18158af584da29,volume::aging & mental health::2010::12
00067aa68a274427e724324027a7734e721c4c29,volume::nanoscale::2022::7
0006852e342d2cba530221ea77cd914688cb1523,volume::jurnal teknologi informasi indonesia (jtii)::2025::12
000690b450ce16a32ee3f57e09033653aa43438d,volume::stem cells::2009::4
000691a4192dc1407162d43581fe312e756d4cd4,volume::journal of environmental management::2025::13
000695bcf4c2a7c5ddbbdc9f3fb818c64e886007,volume::j-kesmas: jurnal kesehatan masyarakat::2023::9
0006adec6b193075f0cec1852e3dd30383619759,volume::cancer research::2024::10
0006b016a547140934b56bb3585c05fcbf97be06,volume::psychopharmacology::2003::1
0006b8bc0bf6e9438a26f0f2a76bfb16a33ad650,volume::log in::2023::20
0006bcf42d187d8f0d32f4cbbedddce83bb33100,volume::journal of exposure science and environmental epidemiology::2008::19
0006c67c4da3cea597a2f1ed3aa0a4bae4a7bcad,volume::cochrane database of systematic reviews::2014::13
0006ce54ff5a9e1ba60cded5399f2ecb8d604139,volume::anz journal of surgery::2018::9
0006d1340782099d1b6ed3ac71d13ba9b5c71632,volume::european journal of pharmacology::1999::12
0006da216cb1e9005a395c76c83e277ae0345a7f,volume::data & knowledge engineering::2007::9
0006da3e6f5b431a2b975dc61bd25a2e7a68992a,volume::ieee access::2025::20
0006dcfa47a828f5d29a24e7523e4bc01e2c587b,volume::journal of public health::2016::8
0006df0837b636eff225cf6db17c7869063d4b7d,volume::journal of electrical systems::2024::14
0006e6a154fa863d1a182a4c5400ac56275ccbd7,volume::scientific reports::2022::3
0006ec4f568947511d20088aef096d3386d14567,volume::astronomy &amp; astrophysics::2020::4
0006ece1504659d5364d201e733b8e533d6c1308,volume::arxiv.org::2025::17
0006ef1aaa7261189e6acbac85c031985347db75,volume::conference on empirical methods in natural language processing::2025::3
000704066cc00df9a018b84fce69f0f882ad2ede,volume::bmc family practice::2008::6
000705feac1dfc86a2e337aca74857273805ed4a,volume::frontiers in public health::2022::12
0007100be1851a38eafcf8e0bec3f89a1930f34c,volume::acta biotheoretica::2021::7
0007132c7eb2e8ac1a71b4743585a6982c985954,volume::ieee access::2019::7
000714eba8e615147d70b1553f2924a07a4aca02,volume::scientific reports::2025::8
00071d21d7c5692e242f98622741ae45623c29b0,volume::online world conference on soft computing in industrial applications::1973::6
000726df6afd9a0993124d9f2ce2221fd95282db,volume::diabetology & metabolic syndrome::2021::16
00073afd20e8ca94d86fb27f686f2c1f972eeb81,volume::journal of laparoendoscopic & advanced surgical techniques. part a::2025::13
00073c0641249483c5b97137b54eae029b3751ea,volume::revista de gestão social e ambiental::2024::9
00073e57bbcbae6c82ddfe22d20bf6eb1baf8b2d,volume::journal of business and social sciences research::2023::12
000744f1d03ff1589af9456507fdd5a28181b605,volume::value in health::2020::6
00074925bf479e0fb2eaaab92bde0ed842087b3b,volume::international journal of human capital and information technology professionals::2021::3
00074b97bc153018c9b57cd1bfddffd5057b9556,volume::physical review d::2022::5
00074c9a3c3e7af22bcc79f98322191e8a960b4a,"volume::nutrition (burbank, los angeles county, calif.)::2017::5"
00074dc7f29b33de03ca1d665f023e97c1dc5b79,volume::jurnal ilmu lingkungan::2023::3
00075b6719540585dbd85057d11f114594c36f73,volume::botanical gazette::1897::8
00075ced9a84e2f9741f2ab9ef6fdb0014d9b9f7,volume::bulletin of l.n. gumilyov eurasian national university. technical science and technology series::2024::2
00075d654178c2641b779d28235c85877f475858,volume::acm multimedia::2020::7
0007626b83d5d3dd5841bc2a74fe668be1bf4045,volume::acs omega::2022::4
000764d8b4957e69646d07847461ec6bffa7278a,volume::astronomical journal::2024::3
00076700052674057ba1836720a206bbd5b5c8c6,volume::science china physics mechanics and astronomy::2023::8
0007714992dd894128d400d34cb51a413acf17c5,volume::british poultry science::2015::1
0007731b698ef3f9a838bcf388a878f34afed9cb,volume::biochemistry::2021::9
00077e7e12e6f65b47d2933c574a984695079aae,volume::intensive care medicine experimental::2023::9
0007846c1ae0f19f3e271a7a684e5d8674ddaeea,volume::afips national computer conference::1899::17
0007872ac0cac3fa0323dd1a5c2a1ec80c34a6ed,volume::russian neurological journal::2023::16
00078b07a119835b1437ab22b988f9a7f0ba797a,volume::journal of environmental management::2013::16
00078f443aba2e1107583ccc4fc502c332c71582,volume::birth::2019::3
000794cdc9985ec8e3008d8f4e61c56e1dc96820,volume::isa transactions::2021::1
0007992c231fbbe8c08ea37f120e770434327086,volume::talanta: the international journal of pure and applied analytical chemistry::2005::2
0007b5ac7cf2844a650f4f0df0fce56c318223b7,volume::measurement science and technology::2024::16
0007ba325cb53235e63ac209bf715c184cbc6d35,volume::indian heart journal::2025::19
0007c25529734372c6acfed16c881feffba87936,volume::scientific data::2026::5
0007c3161eb9b30be53bc44a5a14af10a0eb6590,volume::aaps journal::2014::14
0007c75f4a4e9d5af3d30642af8a96273ee53044,volume::international journal of visual and performing arts::2023::4
0007c8fcf781ce81f0bf5e28033e4446e0ca6438,volume::journal of geophysical research - atmospheres::2016::1
0007d09f02f98eb4f5e3091ca3f0c618df819af4,volume::journal of prosthodontics::2024::19
0007d1357086d0fbd1d35a60568bdc4ddfff4bc0,volume::european journal of biochemistry::1984::7
0007d19f27de80b9330b18171ca652fa2fface67,volume::motricidades::2023::20
0007d959867b6ec42c388ed1e9c47ab724b87c8e,volume::interspeech::2014::1
0007dba348869daebdaa5f02dd120dde7ce1a305,volume::international conference on theorem proving with analytic tableaux and related methods::1999::2
0007df76c484a0024a543bfda2bcb75ba08dd469,"volume::izvestiya, atmospheric and oceanic physics::2024::11"
0007e10e41dae75228c6984b7e252ba917c21eeb,volume::ieee signal processing letters::2023::1
0007f075d2f05268315ecc0a0bd6e7479e6a8e04,volume::international journal of engineering &amp; technology::2018::8
0007fc19b59d115d1d89d19af7aaffcd72ff4013,volume::statistics in medicine::2006::11
000801bc22f23f9ba867de9ec078e082f7ba1493,volume::journal of cancer research and clinical oncology::2022::3
000808d5aac95bb57dd478ff31e76cffe013700e,volume::journal of visual languages and computing::2015::11
00080e5262120b1a8173518a1a5f9ce3da8aeb50,volume::neural information processing systems::2024::4
000816016462d5ebf260dea0e598d9f4ce2ac836,"volume::photodermatology, photoimmunology & photomedicine::2022::13"
00081afb502508daa0073302be88167a55c1ba01,volume::comput. aided civ. infrastructure eng.::2019::9
000821454305abb529994dca84dc4aa7cc861892,volume::international conference on artificial intelligence and statistics::2025::18
0008233fd4c27a320e319154341bdb38e497a13e,volume::sleep health::2019::4
00082e4d3cae1630580641f76e1c16882af217d4,volume::distributed event-based systems::2022::6
000831a160728a7be86ca13bc3c4420c1061ac0f,volume::american journal of perinatology::2022::17
000833402303c8a58e1c1caead03e61877d3b436,volume::corporate social responsibility and environmental management::2024::1
000836ae35b11c6f223ce3929ab20e6dc3b88808,volume::cybernetics and systems::2021::14
00083d4ab4c0cedd64098451a9b737798c6e0955,volume::american journal of physiology - lung cellular and molecular physiology::2013::13
000843231caf809ef8c452f49414609b600dbb37,volume::statistics in medicine::2010::6
0008490758701baf76c6211a9d8625bcfba2f0f3,volume::international journal of communication systems::2021::6
00084cfad06835843bdb557e70c53412e1e8d218,volume::arxiv.org::2025::8
000850b6b07a2c0817ee26c7d6993eefa5289583,volume::int. j. hum. comput. stud.::1998::1
0008553c1642d5abf38da08af966316ed6d375f2,volume::ieee international joint conference on neural network::2023::2
00085670ff9db3029fb82f046c427ec5de73cd85,volume::future technology::2024::20
0008608fa038e32f66714d7d2f333c38c2ccf316,volume::arxiv.org::2022::16
00086620192e099aa9597f55b9d39d3052170940,volume::medrxiv::2020::20
000869def6099880f8b5d0ad8b6ed71ec513e65e,volume::cancers::2021::12
000870ebc26b1e102b6801a933d1c58335f7fc76,volume::acm great lakes symposium on vlsi::2010::19
00087362180ad4a81e1f183e9a01e5543a855832,volume::barekeng jurnal ilmu matematika dan terapan::2023::2
00087521166e932bcd178b928c3f2eccaa5e7e51,volume::biorxiv::2021::6
00087717f2ec607fd50ef648da486a7903cd5ff1,volume::arxiv.org::2024::14
00087c1c8e660a41917f28f596ffa826f36a4c7c,volume::journal of the international neuropsychological society::1996::20
00088170e5398fa1f0cb3981ce7a866cf20234ef,volume::proceedings / international conference on data engineering::2004::8
000883b7c7e89ba74aa723cf94f46bd02292a14f,volume::european journal of clinical microbiology and infectious diseases::2021::15
00089c74b1d1e468bbf70a20701bf093de32dd45,volume::pattern recognition letters::2013::20
0008a02ab5f066b0927fe844ab446d9d6d28d12c,volume::science advances::2024::6
0008a0e800ad92952e4157c81b6a1e4b064c50da,volume::engineering structures::2024::12
0008ac5821f97ebc89ac2330e1a1a4d9c9486b9b,volume::arxiv.org::2025::1
0008b1e49c3d4afe2cfffe82ea88be147b618504,volume::natural language engineering::2022::6
0008b69edcef0c7f2837046d8ec311a867bc17e1,volume::2021 ieee international geoscience and remote sensing symposium igarss::2021::5
0008b77bbac08f161ae5bc1f3663ae21f68b4ac0,volume::computational intelligence and neuroscience::2021::4
0008bc565d59cf78849c59586cc8e2e9aff85a8b,"volume::ieee transactions on ultrasonics, ferroelectrics and frequency control::2018::7"
0008bf05ad6fcb9260fd9ae3af9907705ee18e77,volume::international journal for equity in health::2020::9
0008c40439f8aff53025a254c0d5860fdacc7384,volume::diabetologia::2010::3
0008c67dbbd8b74be1408eba2df12fce8a7db853,volume::plos one::2013::7
0008c945b69ebddc89cbc9a107040687952134f4,volume::sustainability::2023::13
0008ca147fde605b8d8ac1f16ac1bf67548e001c,volume::jurnal pendidikan dan pembelajaran sekolah dasar::2023::19
0008cb017b9659277632d26566e512a0bdfde553,volume::european conference on computer vision::2020::6
0008cc1eee86a8e397dfbc0bd4fe4427101b83d0,volume::international journal  of research and innovation in applied science::2024::17
0008cd8a0a153477ec95340a705c034d19d6977d,volume::neonatal network::2007::1
0008d0df5bc9cfdc25114dab0eff7e3978b8ce4e,volume::international journal of pharmaceutics::2004::2
0008d27a07b8e71c86a79221cce25349a8749c8a,volume::arxiv.org::2025::6
0008d78077c8ef7f4fd3b9050c54dfb37483b178,volume::asian pacific journal of cancer prevention::2013::13
0008e657609b0334a5097be824987c52655918ee,volume::international journal of rail transportation::2025::11
0008e9765d73cb720d0b286324d816d6a4555b02,volume::acta psychologica::2025::12
0008f66b399a5841e550c279c4e461191085d1c8,volume::restoration ecology::2025::13
0008f880ce49bf55180043999979b26c1d4154af,volume::international conferences on contemporary computing and informatics::2023::14
