from,to,type
conference::medical imaging,proceeding::medical imaging::2000,HAS_EDITION
conference::physiological zoology,proceeding::physiological zoology::1937,HAS_EDITION
conference::i-manager's journal on computer science,proceeding::i-manager's journal on computer science::2021,HAS_EDITION
conference::international conference on information control systems & technologies,proceeding::international conference on information control systems & technologies::2018,HAS_EDITION
conference::ieee transactions on industrial informatics,proceeding::ieee transactions on industrial informatics::2021,HAS_EDITION
conference::discover food,proceeding::discover food::2024,HAS_EDITION
conference::other conferences,proceeding::other conferences::2024,HAS_EDITION
workshop::international workshop on signal processing advances in wireless communications,proceeding::international workshop on signal processing advances in wireless communications::2023,HAS_EDITION
"conference::convergence of blockchain, ai, and iot","proceeding::convergence of blockchain, ai, and iot::2021",HAS_EDITION
conference::international conference on big data computing service and applications,proceeding::international conference on big data computing service and applications::2022,HAS_EDITION
workshop::2015 ieee international conference on data mining workshop (icdmw),proceeding::2015 ieee international conference on data mining workshop (icdmw)::2015,HAS_EDITION
conference::philosophical literary journal logos,proceeding::philosophical literary journal logos::2022,HAS_EDITION
conference::inovasi manajemen dan kebijakan publik,proceeding::inovasi manajemen dan kebijakan publik::2020,HAS_EDITION
conference::other conferences,proceeding::other conferences::2024,HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2019,HAS_EDITION
conference::crime prevention and justice in 2030,proceeding::crime prevention and justice in 2030::2020,HAS_EDITION
"conference::2019 ieee 3rd information technology, networking, electronic and automation control conference (itnec)","proceeding::2019 ieee 3rd information technology, networking, electronic and automation control conference (itnec)::2019",HAS_EDITION
conference::saudi journal of business and management studies,proceeding::saudi journal of business and management studies::2019,HAS_EDITION
conference::international journal of innovative technology and exploring engineering,proceeding::international journal of innovative technology and exploring engineering::2019,HAS_EDITION
conference::the teacher of the future,proceeding::the teacher of the future::2019,HAS_EDITION
conference::jom,proceeding::jom::2023,HAS_EDITION
conference::2021 international conference on electronic information engineering and computer science (eiecs),proceeding::2021 international conference on electronic information engineering and computer science (eiecs)::2021,HAS_EDITION
conference::proceedings of the 2019 international spbpu scientific conference on innovations in digital economy,proceeding::proceedings of the 2019 international spbpu scientific conference on innovations in digital economy::2019,HAS_EDITION
"conference::2023 2nd international conference on cloud computing, big data application and software engineering (cbase)","proceeding::2023 2nd international conference on cloud computing, big data application and software engineering (cbase)::2023",HAS_EDITION
"conference::2023 third international conference on advances in electrical, computing, communication and sustainable technologies (icaect)","proceeding::2023 third international conference on advances in electrical, computing, communication and sustainable technologies (icaect)::2023",HAS_EDITION
conference::pediatric hematology & oncology,proceeding::pediatric hematology & oncology::2011,HAS_EDITION
conference::health science inquiry,proceeding::health science inquiry::2019,HAS_EDITION
conference::2014 ieee symposium on computer applications and communications,proceeding::2014 ieee symposium on computer applications and communications::2014,HAS_EDITION
conference::smart structures and materials + nondestructive evaluation and health monitoring,proceeding::smart structures and materials + nondestructive evaluation and health monitoring::2023,HAS_EDITION
conference::2025 international conference on knowledge engineering and communication systems (ickecs),proceeding::2025 international conference on knowledge engineering and communication systems (ickecs)::2025,HAS_EDITION
conference::2025 international conference on emerging trends in networks and computer communications (etncc),proceeding::2025 international conference on emerging trends in networks and computer communications (etncc)::2025,HAS_EDITION
conference::مجلة الجمعیة المصریة لنظم المعلومات وتکنولوجیا الحاسبات,proceeding::مجلة الجمعیة المصریة لنظم المعلومات وتکنولوجیا الحاسبات::2021,HAS_EDITION
conference::digital technologies and applications,proceeding::digital technologies and applications::2021,HAS_EDITION
conference::visión electrónica,proceeding::visión electrónica::2019,HAS_EDITION
conference::advances in civil and industrial engineering,proceeding::advances in civil and industrial engineering::2019,HAS_EDITION
workshop::2016 ieee/acm 2nd international workshop on big data software engineering (bigdse),proceeding::2016 ieee/acm 2nd international workshop on big data software engineering (bigdse)::2016,HAS_EDITION
conference::international conference on applications and techniques in cyber intelligence,proceeding::international conference on applications and techniques in cyber intelligence::2021,HAS_EDITION
"conference::saturday, 16 june 2018","proceeding::saturday, 16 june 2018::2018",HAS_EDITION
conference::vnu journal of science computer science and communication engineering,proceeding::vnu journal of science computer science and communication engineering::2021,HAS_EDITION
conference::ieee pes asia-pacific power and energy engineering conference,proceeding::ieee pes asia-pacific power and energy engineering conference::2014,HAS_EDITION
conference::high-performance modelling and simulation for big data applications,proceeding::high-performance modelling and simulation for big data applications::2019,HAS_EDITION
conference::international journal of information technology and computer science,proceeding::international journal of information technology and computer science::2019,HAS_EDITION
conference::tawazun: jurnal pendidikan islam,proceeding::tawazun: jurnal pendidikan islam::2019,HAS_EDITION
conference::journal of coastal research,proceeding::journal of coastal research::2019,HAS_EDITION
conference::2021 5th international conference on trends in electronics and informatics (icoei),proceeding::2021 5th international conference on trends in electronics and informatics (icoei)::2021,HAS_EDITION
conference::studies in nonlinear dynamics &amp; econometrics,proceeding::studies in nonlinear dynamics &amp; econometrics::2023,HAS_EDITION
conference::marketing letters,proceeding::marketing letters::2020,HAS_EDITION
conference::international conference on the digital society,proceeding::international conference on the digital society::2024,HAS_EDITION
conference::bulletin of social informatics theory and application,proceeding::bulletin of social informatics theory and application::2019,HAS_EDITION
conference::2020 6th iranian conference on signal processing and intelligent systems (icspis),proceeding::2020 6th iranian conference on signal processing and intelligent systems (icspis)::2020,HAS_EDITION
conference::anais do(a) congresso internacional de direitos humanos de coimbra,proceeding::anais do(a) congresso internacional de direitos humanos de coimbra::2023,HAS_EDITION
conference::alzheimer's & dementia,proceeding::alzheimer's & dementia::2019,HAS_EDITION
conference::inverse problems,proceeding::inverse problems::2021,HAS_EDITION
conference::bulletin of the school of oriental and african studies,proceeding::bulletin of the school of oriental and african studies::1993,HAS_EDITION
"conference::2025 international conference on algorithm, artificial intelligence and computer vision (aaicv)","proceeding::2025 international conference on algorithm, artificial intelligence and computer vision (aaicv)::2025",HAS_EDITION
conference::auditing,proceeding::auditing::2020,HAS_EDITION
conference::jurnal eksplorasi akuntansi,proceeding::jurnal eksplorasi akuntansi::2022,HAS_EDITION
"conference::2025 international conference on computer science, technology and engineering (iccste)","proceeding::2025 international conference on computer science, technology and engineering (iccste)::2025",HAS_EDITION
conference::service business: an international journal,proceeding::service business: an international journal::2021,HAS_EDITION
conference::aoir selected papers of internet research,proceeding::aoir selected papers of internet research::2021,HAS_EDITION
conference::new media & society,proceeding::new media & society::2019,HAS_EDITION
conference::vestnik of saint petersburg university. international relations,proceeding::vestnik of saint petersburg university. international relations::2022,HAS_EDITION
conference::current issues in personality psychology,proceeding::current issues in personality psychology::2020,HAS_EDITION
conference::mobile information systems,proceeding::mobile information systems::2022,HAS_EDITION
conference::formula 4.0 for digital transformation,proceeding::formula 4.0 for digital transformation::2018,HAS_EDITION
conference::international journal of engineering technology and management sciences,proceeding::international journal of engineering technology and management sciences::2020,HAS_EDITION
"conference::economics, taxes &amp; law","proceeding::economics, taxes &amp; law::2023",HAS_EDITION
conference::international journal of sustainable development and planning,proceeding::international journal of sustainable development and planning::2023,HAS_EDITION
conference::frontiers in earth science,proceeding::frontiers in earth science::2023,HAS_EDITION
conference::2021 2nd international conference on artificial intelligence and education (icaie),proceeding::2021 2nd international conference on artificial intelligence and education (icaie)::2021,HAS_EDITION
conference::international conference on transportation information and safety,proceeding::international conference on transportation information and safety::2023,HAS_EDITION
conference::international conference on frontiers of educational technologies,proceeding::international conference on frontiers of educational technologies::2019,HAS_EDITION
conference::inverse problems and imaging,proceeding::inverse problems and imaging::2019,HAS_EDITION
conference::2022 international conference on knowledge engineering and communication systems (ickes),proceeding::2022 international conference on knowledge engineering and communication systems (ickes)::2022,HAS_EDITION
conference::congresso brasileiro de mecânica dos solos e engenharia geotécnica,proceeding::congresso brasileiro de mecânica dos solos e engenharia geotécnica::2020,HAS_EDITION
conference::vestnik tomskogo gosudarstvennogo universiteta kul turologiya i iskusstvovedenie,proceeding::vestnik tomskogo gosudarstvennogo universiteta kul turologiya i iskusstvovedenie::2022,HAS_EDITION
conference::e3s web of conferences,proceeding::e3s web of conferences::2020,HAS_EDITION
conference::international journal of operations & production management,proceeding::international journal of operations & production management::2019,HAS_EDITION
conference::european journal of sustainable development,proceeding::european journal of sustainable development::2018,HAS_EDITION
conference::information security practice and experience,proceeding::information security practice and experience::2020,HAS_EDITION
"conference::2017 international conference on computer systems, electronics and control (iccsec)","proceeding::2017 international conference on computer systems, electronics and control (iccsec)::2017",HAS_EDITION
conference::genitourinary medicine,proceeding::genitourinary medicine::1997,HAS_EDITION
conference::big data intelligence for smart applications,proceeding::big data intelligence for smart applications::2022,HAS_EDITION
conference::2020 5th ieee international conference on big data analytics (icbda),proceeding::2020 5th ieee international conference on big data analytics (icbda)::2020,HAS_EDITION
conference::2016 ieee international conference on knowledge engineering and applications (ickea),proceeding::2016 ieee international conference on knowledge engineering and applications (ickea)::2016,HAS_EDITION
conference::clinical infectious diseases,proceeding::clinical infectious diseases::2015,HAS_EDITION
conference::journal of risk analysis and crisis response (jracr),proceeding::journal of risk analysis and crisis response (jracr)::2022,HAS_EDITION
conference::journal of korea research association of international commerce,proceeding::journal of korea research association of international commerce::2019,HAS_EDITION
"conference::2017 3rd international conference on control, automation and robotics (iccar)","proceeding::2017 3rd international conference on control, automation and robotics (iccar)::2017",HAS_EDITION
conference::sustainability,proceeding::sustainability::2022,HAS_EDITION
conference::2025 international conference on computing technologies & data communication (icctdc),proceeding::2025 international conference on computing technologies & data communication (icctdc)::2025,HAS_EDITION
"conference::international journal of business, management and economics","proceeding::international journal of business, management and economics::2021",HAS_EDITION
conference::molecular and cellular biology / genetics,proceeding::molecular and cellular biology / genetics::2019,HAS_EDITION
conference::journal für verbraucherschütz und lebensmittelsicherheit,proceeding::journal für verbraucherschütz und lebensmittelsicherheit::2010,HAS_EDITION
conference::the handbook of china's financial system,proceeding::the handbook of china's financial system::2020,HAS_EDITION
conference::journal of plant nutrition,proceeding::journal of plant nutrition::2020,HAS_EDITION
conference::journal of the institution of engineers (india) series d,proceeding::journal of the institution of engineers (india) series d::2021,HAS_EDITION
conference::artery research,proceeding::artery research::2017,HAS_EDITION
conference::the future life of trauma,proceeding::the future life of trauma::2020,HAS_EDITION
"conference::saturday, 15 june 2019","proceeding::saturday, 15 june 2019::2019",HAS_EDITION
conference::journal of urbanism: international research on placemaking and urban sustainability,proceeding::journal of urbanism: international research on placemaking and urban sustainability::2021,HAS_EDITION
conference::ieee international conference on grey systems and intelligent services,proceeding::ieee international conference on grey systems and intelligent services::2009,HAS_EDITION
conference::journal of food and nutrition research,proceeding::journal of food and nutrition research::2018,HAS_EDITION
conference::life after privacy,proceeding::life after privacy::2020,HAS_EDITION
conference::jornal de pediatria,proceeding::jornal de pediatria::2017,HAS_EDITION
"conference::proceedings of the 48th international academic conference, copenhagen","proceeding::proceedings of the 48th international academic conference, copenhagen::2019",HAS_EDITION
conference::landslides,proceeding::landslides::2021,HAS_EDITION
"conference::slavic review: interdisciplinary quarterly of russian, eurasian, and east european studies","proceeding::slavic review: interdisciplinary quarterly of russian, eurasian, and east european studies::1992",HAS_EDITION
conference::pharmacoeconomics & outcomes news,proceeding::pharmacoeconomics & outcomes news::2013,HAS_EDITION
conference::optical and quantum electronics,proceeding::optical and quantum electronics::2020,HAS_EDITION
conference::iop conference series: earth and environment,proceeding::iop conference series: earth and environment::2019,HAS_EDITION
conference::bmj open,proceeding::bmj open::2021,HAS_EDITION
conference::journal of neuroengineering and rehabilitation,proceeding::journal of neuroengineering and rehabilitation::2021,HAS_EDITION
conference::optoelectronics letters,proceeding::optoelectronics letters::2016,HAS_EDITION
conference::international conference on industrial technology,proceeding::international conference on industrial technology::2015,HAS_EDITION
conference::in the shadow of the epidemic,proceeding::in the shadow of the epidemic::2020,HAS_EDITION
conference::scientific investigations report,proceeding::scientific investigations report::2020,HAS_EDITION
workshop::european workshop on optical fibre sensors,proceeding::european workshop on optical fibre sensors::2016,HAS_EDITION
conference::chen yi,proceeding::chen yi::2020,HAS_EDITION
conference::journal of high energy physics,proceeding::journal of high energy physics::2017,HAS_EDITION
conference::iop conference series: materials science and engineering,proceeding::iop conference series: materials science and engineering::2018,HAS_EDITION
conference::international symposium on optomechatronic technologies,proceeding::international symposium on optomechatronic technologies::2010,HAS_EDITION
conference::hormones,proceeding::hormones::2014,HAS_EDITION
conference::applied sciences,proceeding::applied sciences::2020,HAS_EDITION
conference::modern network technologies,proceeding::modern network technologies::2024,HAS_EDITION
conference::applied mathematics and mechanics,proceeding::applied mathematics and mechanics::2012,HAS_EDITION
conference::definitions,proceeding::definitions::2020,HAS_EDITION
conference::akuntabilitas,proceeding::akuntabilitas::2020,HAS_EDITION
conference::sexually transmitted diseases,proceeding::sexually transmitted diseases::2014,HAS_EDITION
conference::international conference on optoelectronic and microelectronic technology and application,proceeding::international conference on optoelectronic and microelectronic technology and application::2020,HAS_EDITION
conference::aerosol and air quality research,proceeding::aerosol and air quality research::2013,HAS_EDITION
conference::geomagnetism and aeronomy,proceeding::geomagnetism and aeronomy::2014,HAS_EDITION
conference::paripex-indian journal of research,proceeding::paripex-indian journal of research::2022,HAS_EDITION
conference::optics communications,proceeding::optics communications::2020,HAS_EDITION
conference::college literature,proceeding::college literature::2020,HAS_EDITION
conference::water,proceeding::water::2022,HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2024,HAS_EDITION
conference::business and economic research,proceeding::business and economic research::2020,HAS_EDITION
conference::advances in design and control,proceeding::advances in design and control::2012,HAS_EDITION
conference::2020 the 4th international conference on business and information management,proceeding::2020 the 4th international conference on business and information management::2020,HAS_EDITION
conference::journal of asian studies,proceeding::journal of asian studies::1978,HAS_EDITION
conference::comparative clinical pathology,proceeding::comparative clinical pathology::2016,HAS_EDITION
conference::resources for american literary study,proceeding::resources for american literary study::2006,HAS_EDITION
conference::international and comparative law quarterly,proceeding::international and comparative law quarterly::1984,HAS_EDITION
conference::optics + photonics,proceeding::optics + photonics::2001,HAS_EDITION
conference::child indicators research,proceeding::child indicators research::2015,HAS_EDITION
conference::teorìâ ta metodika fìzičnogo vihovannâ,proceeding::teorìâ ta metodika fìzičnogo vihovannâ::2021,HAS_EDITION
conference::the cambridge law journal,proceeding::the cambridge law journal::1987,HAS_EDITION
conference::the creolization of theory,proceeding::the creolization of theory::2020,HAS_EDITION
conference::european heart journal,proceeding::european heart journal::2019,HAS_EDITION
conference::mathematics,proceeding::mathematics::2019,HAS_EDITION
conference::revista tecnología en marcha,proceeding::revista tecnología en marcha::2022,HAS_EDITION
conference::revista bibliomar,proceeding::revista bibliomar::2021,HAS_EDITION
conference::medical herald of the south of russia,proceeding::medical herald of the south of russia::2019,HAS_EDITION
conference::journal of physics: conference series,proceeding::journal of physics: conference series::2020,HAS_EDITION
workshop::2009 ieee globecom workshops,proceeding::2009 ieee globecom workshops::2009,HAS_EDITION
conference::progress in electromagnetics research letters,proceeding::progress in electromagnetics research letters::2020,HAS_EDITION
conference::journal of food measurement & characterization,proceeding::journal of food measurement & characterization::2022,HAS_EDITION
conference::medrxiv,proceeding::medrxiv::2020,HAS_EDITION
conference::catena,proceeding::catena::2019,HAS_EDITION
conference::optics & photonics,proceeding::optics & photonics::1999,HAS_EDITION
conference::annals of surgical oncology,proceeding::annals of surgical oncology::2022,HAS_EDITION
conference::agile auditing,proceeding::agile auditing::2021,HAS_EDITION
conference::indian journal of transplantation,proceeding::indian journal of transplantation::2021,HAS_EDITION
conference::aquatic ecology,proceeding::aquatic ecology::2012,HAS_EDITION
conference::revista de la sociedad entomológica argentina,proceeding::revista de la sociedad entomológica argentina::2019,HAS_EDITION
conference::intertextual explorations in deuterocanonical and cognate literature,proceeding::intertextual explorations in deuterocanonical and cognate literature::2019,HAS_EDITION
conference::journal of petroleum science and engineering,proceeding::journal of petroleum science and engineering::2018,HAS_EDITION
conference::journal of business-to-business marketing,proceeding::journal of business-to-business marketing::2019,HAS_EDITION
conference::business history review,proceeding::business history review::2006,HAS_EDITION
conference::european journal of soil science,proceeding::european journal of soil science::2020,HAS_EDITION
conference::applied physics a,proceeding::applied physics a::2022,HAS_EDITION
"conference::the handbook of race, ethnicity, crime, and justice","proceeding::the handbook of race, ethnicity, crime, and justice::2018",HAS_EDITION
conference::international journal of business technology and organizational behavior (ijbtob),proceeding::international journal of business technology and organizational behavior (ijbtob)::2022,HAS_EDITION
conference::communications in mathematics and statistics,proceeding::communications in mathematics and statistics::2016,HAS_EDITION
conference::conference record of ieee international symposium on electrical insulation,proceeding::conference record of ieee international symposium on electrical insulation::2006,HAS_EDITION
conference::journal of thoracic disease,proceeding::journal of thoracic disease::2019,HAS_EDITION
conference::2008 10th anniversary international conference on transparent optical networks,proceeding::2008 10th anniversary international conference on transparent optical networks::2008,HAS_EDITION
conference::nature,proceeding::nature::1927,HAS_EDITION
conference::ichthyological research,proceeding::ichthyological research::2009,HAS_EDITION
conference::applied mathematics and control sciences,proceeding::applied mathematics and control sciences::2021,HAS_EDITION
conference::cureus,proceeding::cureus::2021,HAS_EDITION
conference::renewable energy,proceeding::renewable energy::2020,HAS_EDITION
conference::journal of pharmaceutical research international,proceeding::journal of pharmaceutical research international::2019,HAS_EDITION
conference::international conference on optical communications and networks,proceeding::international conference on optical communications and networks::2023,HAS_EDITION
conference::tropical animal health and production,proceeding::tropical animal health and production::2016,HAS_EDITION
conference::revista de economía y estadística,proceeding::revista de economía y estadística::2022,HAS_EDITION
conference::world health organization,proceeding::world health organization::1993,HAS_EDITION
conference::edinburgh medical journal,proceeding::edinburgh medical journal::1916,HAS_EDITION
"conference::sustainability accounting, management and policy journal","proceeding::sustainability accounting, management and policy journal::2020",HAS_EDITION
conference::down from olympus,proceeding::down from olympus::2020,HAS_EDITION
conference::iop conference series: earth and environment,proceeding::iop conference series: earth and environment::2020,HAS_EDITION
conference::dialogue,proceeding::dialogue::1986,HAS_EDITION
conference::british journal of pharmacology,proceeding::british journal of pharmacology::2021,HAS_EDITION
conference::the classical review,proceeding::the classical review::1994,HAS_EDITION
conference::scientific reports,proceeding::scientific reports::2018,HAS_EDITION
"conference::clinical respiratory physiology, exercise and functional imaging","proceeding::clinical respiratory physiology, exercise and functional imaging::2019",HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2019,HAS_EDITION
conference::hormone research in paediatrics,proceeding::hormone research in paediatrics::2006,HAS_EDITION
"conference::african journal of hospitality, tourism and leisure","proceeding::african journal of hospitality, tourism and leisure::2022",HAS_EDITION
conference::acs photonics,proceeding::acs photonics::2019,HAS_EDITION
conference::the godman and the sea,proceeding::the godman and the sea::2020,HAS_EDITION
conference::national association of korean local government studies,proceeding::national association of korean local government studies::2023,HAS_EDITION
conference::proceedings of 2011 ieee cie international conference on radar,proceeding::proceedings of 2011 ieee cie international conference on radar::2011,HAS_EDITION
conference::laboratoriums medizin,proceeding::laboratoriums medizin::2014,HAS_EDITION
conference::annals of public health reports,proceeding::annals of public health reports::2020,HAS_EDITION
conference::developments in petroleum science,proceeding::developments in petroleum science::2021,HAS_EDITION
conference::2013 ieee 8th conference on industrial electronics and applications (iciea),proceeding::2013 ieee 8th conference on industrial electronics and applications (iciea)::2013,HAS_EDITION
conference::crustaceana,proceeding::crustaceana::2021,HAS_EDITION
conference::pediatrics,proceeding::pediatrics::1965,HAS_EDITION
conference::administrative law,proceeding::administrative law::2019,HAS_EDITION
conference::2023 2nd international symposium on aerospace engineering and systems (isaes),proceeding::2023 2nd international symposium on aerospace engineering and systems (isaes)::2023,HAS_EDITION
conference::age of empires,proceeding::age of empires::2021,HAS_EDITION
conference::optics communications,proceeding::optics communications::2019,HAS_EDITION
"conference::research in agriculture, livestock and fisheries","proceeding::research in agriculture, livestock and fisheries::2019",HAS_EDITION
conference::e3s web of conferences,proceeding::e3s web of conferences::2020,HAS_EDITION
conference::the law of international organisations (third edition),proceeding::the law of international organisations (third edition)::2020,HAS_EDITION
conference::sustainability,proceeding::sustainability::2022,HAS_EDITION
"conference::the complete letters of henry james, 1884–1886","proceeding::the complete letters of henry james, 1884–1886::2020",HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2017,HAS_EDITION
conference::journal of modern optics,proceeding::journal of modern optics::2018,HAS_EDITION
conference::natural hazards,proceeding::natural hazards::2021,HAS_EDITION
conference::kvasny prumysl,proceeding::kvasny prumysl::2022,HAS_EDITION
conference::optical engineering: the journal of spie,proceeding::optical engineering: the journal of spie::2023,HAS_EDITION
conference::international forum on research and technologies for society and industry leveraging a better tomorrow,proceeding::international forum on research and technologies for society and industry leveraging a better tomorrow::2001,HAS_EDITION
conference::the american journal of digestive diseases,proceeding::the american journal of digestive diseases::2005,HAS_EDITION
conference::international journal of current microbiology and applied sciences,proceeding::international journal of current microbiology and applied sciences::2019,HAS_EDITION
conference::iop conference series: earth and environment,proceeding::iop conference series: earth and environment::2020,HAS_EDITION
conference::journal of sustainable finance & investment,proceeding::journal of sustainable finance & investment::2020,HAS_EDITION
conference::clinical nutrition,proceeding::clinical nutrition::2019,HAS_EDITION
conference::plant systematics and evolution,proceeding::plant systematics and evolution::2017,HAS_EDITION
conference::international journal of vehicle structures and systems,proceeding::international journal of vehicle structures and systems::2022,HAS_EDITION
conference::pediatric research,proceeding::pediatric research::1984,HAS_EDITION
conference::pediatrics in review,proceeding::pediatrics in review::2012,HAS_EDITION
conference::agronomy,proceeding::agronomy::2022,HAS_EDITION
"conference::studies in systems, decision and control","proceeding::studies in systems, decision and control::2021",HAS_EDITION
conference::international soil and water conservation research,proceeding::international soil and water conservation research::2020,HAS_EDITION
conference::reactions weekly,proceeding::reactions weekly::2021,HAS_EDITION
