from,to,type
journal::international conference on conceptual modeling,volume::international conference on conceptual modeling::1999,HAS_VOLUME
journal::journal of supercomputing,volume::journal of supercomputing::2012,HAS_VOLUME
journal::fundamenta informaticae,volume::fundamenta informaticae::2007,HAS_VOLUME
journal::cureus,volume::cureus::2021,HAS_VOLUME
journal::data & knowledge engineering,volume::data & knowledge engineering::1993,HAS_VOLUME
journal::journal of the american society for mass spectrometry,volume::journal of the american society for mass spectrometry::2023,HAS_VOLUME
journal::journal of orthopaedic experience &amp; innovation,volume::journal of orthopaedic experience &amp; innovation::2025,HAS_VOLUME
journal::acm sigact-sigmod-sigart symposium on principles of database systems,volume::acm sigact-sigmod-sigart symposium on principles of database systems::2002,HAS_VOLUME
journal::journal of artificial intelligence research,volume::journal of artificial intelligence research::2025,HAS_VOLUME
journal::journal of medical internet research,volume::journal of medical internet research::2008,HAS_VOLUME
journal::international conference on intelligent computing,volume::international conference on intelligent computing::2010,HAS_VOLUME
journal::computer and information science,volume::computer and information science::2011,HAS_VOLUME
journal::2015 ieee world congress on services,volume::2015 ieee world congress on services::2015,HAS_VOLUME
journal::automated and algorithmic debugging,volume::automated and algorithmic debugging::2005,HAS_VOLUME
journal::ieee journal of selected topics in applied earth observations and remote sensing,volume::ieee journal of selected topics in applied earth observations and remote sensing::2012,HAS_VOLUME
journal::international conference on statistical and scientific database management,volume::international conference on statistical and scientific database management::2009,HAS_VOLUME
journal::international symposium on algorithms and computation,volume::international symposium on algorithms and computation::2024,HAS_VOLUME
journal::acm turing celebration conference,volume::acm turing celebration conference::2019,HAS_VOLUME
journal::international conference on database and expert systems applications,volume::international conference on database and expert systems applications::1996,HAS_VOLUME
journal::environmental science and technology,volume::environmental science and technology::2023,HAS_VOLUME
journal::energies,volume::energies::2024,HAS_VOLUME
journal::international conference on advances in social networks analysis and mining,volume::international conference on advances in social networks analysis and mining::2013,HAS_VOLUME
journal::journal of medical internet research,volume::journal of medical internet research::2021,HAS_VOLUME
journal::chemosphere,volume::chemosphere::2025,HAS_VOLUME
journal::international journal of electrical and computer engineering (ijece),volume::international journal of electrical and computer engineering (ijece)::2024,HAS_VOLUME
journal::journal of dairy science,volume::journal of dairy science::1990,HAS_VOLUME
journal::spektra jurnal kajian pendidikan sains,volume::spektra jurnal kajian pendidikan sains::2024,HAS_VOLUME
journal::journal of oral and facial pain and headache,volume::journal of oral and facial pain and headache::2015,HAS_VOLUME
journal::social science & medicine (1967),volume::social science & medicine (1967)::2015,HAS_VOLUME
journal::aaai conference on artificial intelligence,volume::aaai conference on artificial intelligence::2025,HAS_VOLUME
journal::hrb open research,volume::hrb open research::2020,HAS_VOLUME
journal::informatics,volume::informatics::2018,HAS_VOLUME
journal::journal of consulting and clinical psychology,volume::journal of consulting and clinical psychology::2017,HAS_VOLUME
journal::nephron,volume::nephron::2022,HAS_VOLUME
journal::naukovyi visnyk natsionalnoho hirnychoho universytetu,volume::naukovyi visnyk natsionalnoho hirnychoho universytetu::2024,HAS_VOLUME
journal::acs omega,volume::acs omega::2023,HAS_VOLUME
journal::media ethics: human ecology a connected world,volume::media ethics: human ecology a connected world::2024,HAS_VOLUME
"journal::ieee transactions on systems, man and cybernetics","volume::ieee transactions on systems, man and cybernetics::1986",HAS_VOLUME
journal::plos one,volume::plos one::2013,HAS_VOLUME
journal::european journal of epidemiology,volume::european journal of epidemiology::2024,HAS_VOLUME
journal::digit. signal process.,volume::digit. signal process.::2008,HAS_VOLUME
"journal::transactions on social science, education and humanities research","volume::transactions on social science, education and humanities research::2024",HAS_VOLUME
journal::remote sensing,volume::remote sensing::2026,HAS_VOLUME
journal::frontiers in marine science,volume::frontiers in marine science::2023,HAS_VOLUME
journal::jurnal pendidikan dan pembelajaran indonesia (jppi),volume::jurnal pendidikan dan pembelajaran indonesia (jppi)::2025,HAS_VOLUME
journal::diabetes care,volume::diabetes care::2020,HAS_VOLUME
journal::frontiers in medicine,volume::frontiers in medicine::2023,HAS_VOLUME
journal::global fashion management conference,volume::global fashion management conference::2025,HAS_VOLUME
journal::international journal of child abuse & neglect,volume::international journal of child abuse & neglect::2009,HAS_VOLUME
journal::pattern recognition,volume::pattern recognition::2025,HAS_VOLUME
journal::international journal of environmental research and public health,volume::international journal of environmental research and public health::2017,HAS_VOLUME
journal::international conference on health informatics,volume::international conference on health informatics::2016,HAS_VOLUME
journal::medical care,volume::medical care::2017,HAS_VOLUME
journal::computational and applied mathematics,volume::computational and applied mathematics::2024,HAS_VOLUME
journal::occupational and environmental medicine,volume::occupational and environmental medicine::2014,HAS_VOLUME
journal::plant signalling & behavior,volume::plant signalling & behavior::2012,HAS_VOLUME
journal::journal of public health,volume::journal of public health::2020,HAS_VOLUME
journal::highlights in science engineering and technology,volume::highlights in science engineering and technology::2024,HAS_VOLUME
journal::globalization and health,volume::globalization and health::2021,HAS_VOLUME
journal::wcae-4 '98,volume::wcae-4 '98::1998,HAS_VOLUME
journal::endocrinology,volume::endocrinology::2001,HAS_VOLUME
journal::bmc bioinformatics,volume::bmc bioinformatics::2015,HAS_VOLUME
journal::wei sheng yan jiu = journal of hygiene research,volume::wei sheng yan jiu = journal of hygiene research::2026,HAS_VOLUME
journal::theoretical biology and medical modelling,volume::theoretical biology and medical modelling::2015,HAS_VOLUME
journal::multimedia tools and applications,volume::multimedia tools and applications::2015,HAS_VOLUME
journal::machine-mediated learning,volume::machine-mediated learning::2015,HAS_VOLUME
journal::decision sciences,volume::decision sciences::2003,HAS_VOLUME
journal::ieee international symposium on on-line testing and robust system design,volume::ieee international symposium on on-line testing and robust system design::2019,HAS_VOLUME
journal::winter simulation conference : proceedings,volume::winter simulation conference : proceedings::1990,HAS_VOLUME
journal::journal of systems science and complexity,volume::journal of systems science and complexity::2015,HAS_VOLUME
journal::trends in hearing,volume::trends in hearing::2022,HAS_VOLUME
journal::health promotion international,volume::health promotion international::2024,HAS_VOLUME
journal::ksii transactions on internet and information systems,volume::ksii transactions on internet and information systems::2020,HAS_VOLUME
journal::neural computing & applications (print),volume::neural computing & applications (print)::2021,HAS_VOLUME
journal::journal of aircraft,volume::journal of aircraft::2023,HAS_VOLUME
journal::anemon muş alparslan üniversitesi sosyal bilimler dergisi,volume::anemon muş alparslan üniversitesi sosyal bilimler dergisi::2023,HAS_VOLUME
journal::british medical journal,volume::british medical journal::2021,HAS_VOLUME
journal::chemosphere,volume::chemosphere::2016,HAS_VOLUME
journal::npj systems biology and applications,volume::npj systems biology and applications::2022,HAS_VOLUME
journal::archives of environmental health an international journal,volume::archives of environmental health an international journal::2002,HAS_VOLUME
journal::international journal of semantic computing,volume::international journal of semantic computing::2018,HAS_VOLUME
journal::journal of animal ecology,volume::journal of animal ecology::2018,HAS_VOLUME
journal::international conference on medical image computing and computer-assisted intervention,volume::international conference on medical image computing and computer-assisted intervention::2019,HAS_VOLUME
journal::acm transactions on graphics,volume::acm transactions on graphics::2022,HAS_VOLUME
journal::ieee journal of biomedical and health informatics,volume::ieee journal of biomedical and health informatics::2023,HAS_VOLUME
journal::journal of cardiovascular pharmacology,volume::journal of cardiovascular pharmacology::2014,HAS_VOLUME
journal::european journal of preventive cardiology,volume::european journal of preventive cardiology::2024,HAS_VOLUME
journal::frontiers in oncology,volume::frontiers in oncology::2025,HAS_VOLUME
journal::data in brief,volume::data in brief::2021,HAS_VOLUME
journal::nature communications,volume::nature communications::2021,HAS_VOLUME
"journal::nephrology, dialysis and transplantation","volume::nephrology, dialysis and transplantation::2011",HAS_VOLUME
journal::tropical and subtropical agroecosystems,volume::tropical and subtropical agroecosystems::2023,HAS_VOLUME
journal::ieee transactions on geoscience and remote sensing,volume::ieee transactions on geoscience and remote sensing::2003,HAS_VOLUME
journal::journal of child psychology and psychiatry and allied disciplines,volume::journal of child psychology and psychiatry and allied disciplines::2000,HAS_VOLUME
journal::ieee transactions on biomedical engineering,volume::ieee transactions on biomedical engineering::1992,HAS_VOLUME
journal::wireless personal communications,volume::wireless personal communications::2022,HAS_VOLUME
journal::bmc psychology,volume::bmc psychology::2024,HAS_VOLUME
journal::ieee international geoscience and remote sensing symposium,volume::ieee international geoscience and remote sensing symposium::2024,HAS_VOLUME
journal::journal of physical chemistry a,volume::journal of physical chemistry a::2015,HAS_VOLUME
journal::sn computer science,volume::sn computer science::2023,HAS_VOLUME
journal::new england journal of medicine,volume::new england journal of medicine::1994,HAS_VOLUME
journal::comput. methods programs biomed.,volume::comput. methods programs biomed.::2023,HAS_VOLUME
journal::experimental and molecular medicine,volume::experimental and molecular medicine::2018,HAS_VOLUME
"journal::international conference on systems, signals, and image processing","volume::international conference on systems, signals, and image processing::2020",HAS_VOLUME
journal::royal society open science,volume::royal society open science::2021,HAS_VOLUME
journal::the journal of frailty & aging,volume::the journal of frailty & aging::2014,HAS_VOLUME
journal::plos one,volume::plos one::2014,HAS_VOLUME
journal::journal of dairy science,volume::journal of dairy science::2022,HAS_VOLUME
journal::ieee/asme transactions on mechatronics,volume::ieee/asme transactions on mechatronics::2025,HAS_VOLUME
journal::journal of biological chemistry,volume::journal of biological chemistry::2011,HAS_VOLUME
journal::j. electronic imaging,volume::j. electronic imaging::2023,HAS_VOLUME
journal::cell and tissue kinetics,volume::cell and tissue kinetics::1977,HAS_VOLUME
"journal::international joint conference on knowledge discovery, knowledge engineering and knowledge management","volume::international joint conference on knowledge discovery, knowledge engineering and knowledge management::2014",HAS_VOLUME
journal::ieee access,volume::ieee access::2023,HAS_VOLUME
journal::lgbt health,volume::lgbt health::2025,HAS_VOLUME
journal::american journal of physiology - gastrointestinal and liver physiology,volume::american journal of physiology - gastrointestinal and liver physiology::1999,HAS_VOLUME
journal::petra,volume::petra::2022,HAS_VOLUME
journal::methods of information in medicine,volume::methods of information in medicine::2001,HAS_VOLUME
journal::ieee international conference on consumer electronics,volume::ieee international conference on consumer electronics::2022,HAS_VOLUME
journal::cancer immunology and immunotherapy,volume::cancer immunology and immunotherapy::2012,HAS_VOLUME
journal::proceedings of the national academy of sciences of the united states of america,volume::proceedings of the national academy of sciences of the united states of america::2004,HAS_VOLUME
journal::current hiv/aids reports,volume::current hiv/aids reports::2020,HAS_VOLUME
journal::decision analytics,volume::decision analytics::2024,HAS_VOLUME
journal::biorxiv,volume::biorxiv::2025,HAS_VOLUME
journal::poultry science,volume::poultry science::2025,HAS_VOLUME
journal::biorxiv,volume::biorxiv::2024,HAS_VOLUME
journal::international journal of innovative science and research technology,volume::international journal of innovative science and research technology::2025,HAS_VOLUME
journal::world electric vehicle journal,volume::world electric vehicle journal::2025,HAS_VOLUME
journal::american journal of qualitative research,volume::american journal of qualitative research::2024,HAS_VOLUME
journal::medical engineering and physics,volume::medical engineering and physics::2006,HAS_VOLUME
journal::inżynieria mineralna,volume::inżynieria mineralna::2025,HAS_VOLUME
journal::orthopaedic journal of sports medicine,volume::orthopaedic journal of sports medicine::2024,HAS_VOLUME
journal::frontiers in cell and developmental biology,volume::frontiers in cell and developmental biology::2020,HAS_VOLUME
journal::environmental science and technology,volume::environmental science and technology::2022,HAS_VOLUME
journal::international journal of computer assisted radiology and surgery,volume::international journal of computer assisted radiology and surgery::2016,HAS_VOLUME
journal::cellular and molecular gastroenterology and hepatology,volume::cellular and molecular gastroenterology and hepatology::2019,HAS_VOLUME
journal::journal of the acoustical society of america,volume::journal of the acoustical society of america::2011,HAS_VOLUME
journal::cancer biotherapy and radiopharmaceuticals,volume::cancer biotherapy and radiopharmaceuticals::2007,HAS_VOLUME
journal::ieee transactions on medical imaging,volume::ieee transactions on medical imaging::2018,HAS_VOLUME
journal::international conference on intelligent user interfaces,volume::international conference on intelligent user interfaces::2007,HAS_VOLUME
journal::family process,volume::family process::2013,HAS_VOLUME
journal::physical review letters,volume::physical review letters::2020,HAS_VOLUME
journal::astrophysical journal,volume::astrophysical journal::2023,HAS_VOLUME
journal::ieee transactions on radiation and plasma medical sciences,volume::ieee transactions on radiation and plasma medical sciences::2025,HAS_VOLUME
journal::international journal of innovation management and organizational behavior,volume::international journal of innovation management and organizational behavior::2024,HAS_VOLUME
journal::academic journal of management and social sciences,volume::academic journal of management and social sciences::2023,HAS_VOLUME
journal::journal of statistical computation and simulation,volume::journal of statistical computation and simulation::2024,HAS_VOLUME
journal::archives of oto-rhino-laryngology,volume::archives of oto-rhino-laryngology::2004,HAS_VOLUME
journal::plos one,volume::plos one::2024,HAS_VOLUME
journal::comput. biol. medicine,volume::comput. biol. medicine::2024,HAS_VOLUME
"journal::the journals of gerontology. series b, psychological sciences and social sciences","volume::the journals of gerontology. series b, psychological sciences and social sciences::2024",HAS_VOLUME
journal::journal of authentic research,volume::journal of authentic research::2025,HAS_VOLUME
journal::decision support systems,volume::decision support systems::2007,HAS_VOLUME
journal::annals of vascular surgery,volume::annals of vascular surgery::2007,HAS_VOLUME
journal::sri lankan journal of applied statistics,volume::sri lankan journal of applied statistics::2023,HAS_VOLUME
journal::bmc infectious diseases,volume::bmc infectious diseases::2010,HAS_VOLUME
journal::proceedings of the national academy of sciences of the united states of america,volume::proceedings of the national academy of sciences of the united states of america::2023,HAS_VOLUME
journal::australian meteorological magazine,volume::australian meteorological magazine::1977,HAS_VOLUME
journal::journal of multimorbidity and comorbidity,volume::journal of multimorbidity and comorbidity::2022,HAS_VOLUME
journal::italian national conference on sensors,volume::italian national conference on sensors::2020,HAS_VOLUME
journal::revista politécnica,volume::revista politécnica::2023,HAS_VOLUME
journal::jpi (jurnal pendidikan indonesia),volume::jpi (jurnal pendidikan indonesia)::2024,HAS_VOLUME
journal::ieee international geoscience and remote sensing symposium,volume::ieee international geoscience and remote sensing symposium::2018,HAS_VOLUME
journal::supportive care in cancer,volume::supportive care in cancer::2017,HAS_VOLUME
journal::jati (jurnal mahasiswa teknik informatika),volume::jati (jurnal mahasiswa teknik informatika)::2026,HAS_VOLUME
journal::processes,volume::processes::2023,HAS_VOLUME
journal::neural processing letters,volume::neural processing letters::2022,HAS_VOLUME
journal::rairo oper. res.,volume::rairo oper. res.::2023,HAS_VOLUME
journal::jmir medical education,volume::jmir medical education::2018,HAS_VOLUME
journal::international journal of molecular sciences,volume::international journal of molecular sciences::2022,HAS_VOLUME
journal::neuroimage,volume::neuroimage::2012,HAS_VOLUME
journal::artif. intell. medicine,volume::artif. intell. medicine::2021,HAS_VOLUME
journal::cancer immunology research,volume::cancer immunology research::2019,HAS_VOLUME
journal::innovations in education & teaching international,volume::innovations in education & teaching international::2024,HAS_VOLUME
journal::ieee signal processing letters,volume::ieee signal processing letters::2016,HAS_VOLUME
journal::international journal of endocrinology,volume::international journal of endocrinology::2014,HAS_VOLUME
journal::interactive technology and smart education,volume::interactive technology and smart education::2008,HAS_VOLUME
journal::biophysical chemistry,volume::biophysical chemistry::1988,HAS_VOLUME
journal::journal of biomechanics,volume::journal of biomechanics::2005,HAS_VOLUME
journal::bmc proceedings,volume::bmc proceedings::2007,HAS_VOLUME
journal::american journal of health promotion,volume::american journal of health promotion::2003,HAS_VOLUME
journal::records of chemical sciences,volume::records of chemical sciences::2025,HAS_VOLUME
journal::journal of mental health,volume::journal of mental health::2017,HAS_VOLUME
journal::nuclear science and techniques,volume::nuclear science and techniques::2023,HAS_VOLUME
journal::dental traumatology,volume::dental traumatology::2016,HAS_VOLUME
journal::jurnal ilmiah sekolah dasar,volume::jurnal ilmiah sekolah dasar::2023,HAS_VOLUME
journal::journal of neuro-oncology,volume::journal of neuro-oncology::2010,HAS_VOLUME
journal::jurnal muara pendidikan,volume::jurnal muara pendidikan::2023,HAS_VOLUME
"journal::ieee international conference on systems, man and cybernetics","volume::ieee international conference on systems, man and cybernetics::2021",HAS_VOLUME
"journal::physical review d, particles and fields","volume::physical review d, particles and fields::1989",HAS_VOLUME
journal::library hi tech,volume::library hi tech::2016,HAS_VOLUME
journal::proceedings of the national academy of sciences of the united states of america,volume::proceedings of the national academy of sciences of the united states of america::2018,HAS_VOLUME
journal::cogent education,volume::cogent education::2025,HAS_VOLUME
journal::waste management,volume::waste management::2007,HAS_VOLUME
"journal::governance. an international journal of policy, administration and institutions","volume::governance. an international journal of policy, administration and institutions::2024",HAS_VOLUME
journal::jurnal pendidikan sekolah dasar,volume::jurnal pendidikan sekolah dasar::2021,HAS_VOLUME
journal::molecular cancer therapeutics,volume::molecular cancer therapeutics::2017,HAS_VOLUME
journal::bmc bioinformatics,volume::bmc bioinformatics::2008,HAS_VOLUME
journal::ieee transactions on network science and engineering,volume::ieee transactions on network science and engineering::2020,HAS_VOLUME
journal::igarss 2003. 2003 ieee international geoscience and remote sensing symposium. proceedings (ieee cat. no.03ch37477),volume::igarss 2003. 2003 ieee international geoscience and remote sensing symposium. proceedings (ieee cat. no.03ch37477)::2003,HAS_VOLUME
"journal::international journal of advanced research in science, communication and technology","volume::international journal of advanced research in science, communication and technology::2023",HAS_VOLUME
journal::npj parkinson's disease,volume::npj parkinson's disease::2020,HAS_VOLUME
journal::journal of pediatric surgery,volume::journal of pediatric surgery::2025,HAS_VOLUME
journal::journal of molecular and cellular cardiology,volume::journal of molecular and cellular cardiology::2021,HAS_VOLUME
journal::journal of computing and information science in engineering,volume::journal of computing and information science in engineering::2025,HAS_VOLUME
journal::scientific reports,volume::scientific reports::2025,HAS_VOLUME
journal::canadian journal of statistics,volume::canadian journal of statistics::2024,HAS_VOLUME
journal::agriculture,volume::agriculture::2024,HAS_VOLUME
journal::physical review b (condensed matter),volume::physical review b (condensed matter)::1996,HAS_VOLUME
journal::proceedings of the national academy of sciences of the united states of america,volume::proceedings of the national academy of sciences of the united states of america::1999,HAS_VOLUME
journal::epilepsy research,volume::epilepsy research::2021,HAS_VOLUME
journal::ieee international geoscience and remote sensing symposium,volume::ieee international geoscience and remote sensing symposium::2009,HAS_VOLUME
"journal::physical review. e, statistical, nonlinear, and soft matter physics","volume::physical review. e, statistical, nonlinear, and soft matter physics::2005",HAS_VOLUME
journal::applied sciences,volume::applied sciences::2025,HAS_VOLUME
journal::frontiers in psychology,volume::frontiers in psychology::2022,HAS_VOLUME
journal::applied intelligence (boston),volume::applied intelligence (boston)::2025,HAS_VOLUME
journal::frontiers in psychology,volume::frontiers in psychology::2026,HAS_VOLUME
journal::ieee transactions on big data,volume::ieee transactions on big data::2020,HAS_VOLUME
journal::antimicrobial agents and chemotherapy,volume::antimicrobial agents and chemotherapy::2020,HAS_VOLUME
journal::korean association for learner-centered curriculum and instruction,volume::korean association for learner-centered curriculum and instruction::2023,HAS_VOLUME
journal::multimedia tools and applications,volume::multimedia tools and applications::2024,HAS_VOLUME
journal::journal of medical primatology,volume::journal of medical primatology::2004,HAS_VOLUME
journal::bmc bioinformatics,volume::bmc bioinformatics::2011,HAS_VOLUME
journal::retos,volume::retos::2025,HAS_VOLUME
journal::ieee design & test of computers,volume::ieee design & test of computers::1998,HAS_VOLUME
journal::journal of personality assessment,volume::journal of personality assessment::2005,HAS_VOLUME
journal::dtrap,volume::dtrap::2020,HAS_VOLUME
journal::international conference on pattern recognition,volume::international conference on pattern recognition::2020,HAS_VOLUME
journal::journal of chemical information and modeling,volume::journal of chemical information and modeling::2017,HAS_VOLUME
journal::bmc microbiology,volume::bmc microbiology::2020,HAS_VOLUME
journal::journal of chemical information and modeling,volume::journal of chemical information and modeling::2025,HAS_VOLUME
journal::jmir public health and surveillance,volume::jmir public health and surveillance::2017,HAS_VOLUME
journal::journal of thoracic and cardiovascular surgery,volume::journal of thoracic and cardiovascular surgery::2023,HAS_VOLUME
journal::bioinform.,volume::bioinform.::2011,HAS_VOLUME
journal::person-centered review,volume::person-centered review::2024,HAS_VOLUME
journal::aging & mental health,volume::aging & mental health::2010,HAS_VOLUME
journal::nanoscale,volume::nanoscale::2022,HAS_VOLUME
journal::jurnal teknologi informasi indonesia (jtii),volume::jurnal teknologi informasi indonesia (jtii)::2025,HAS_VOLUME
journal::stem cells,volume::stem cells::2009,HAS_VOLUME
journal::journal of environmental management,volume::journal of environmental management::2025,HAS_VOLUME
journal::j-kesmas: jurnal kesehatan masyarakat,volume::j-kesmas: jurnal kesehatan masyarakat::2023,HAS_VOLUME
journal::cancer research,volume::cancer research::2024,HAS_VOLUME
journal::psychopharmacology,volume::psychopharmacology::2003,HAS_VOLUME
journal::log in,volume::log in::2023,HAS_VOLUME
journal::journal of exposure science and environmental epidemiology,volume::journal of exposure science and environmental epidemiology::2008,HAS_VOLUME
journal::cochrane database of systematic reviews,volume::cochrane database of systematic reviews::2014,HAS_VOLUME
journal::anz journal of surgery,volume::anz journal of surgery::2018,HAS_VOLUME
journal::european journal of pharmacology,volume::european journal of pharmacology::1999,HAS_VOLUME
journal::data & knowledge engineering,volume::data & knowledge engineering::2007,HAS_VOLUME
journal::journal of public health,volume::journal of public health::2016,HAS_VOLUME
journal::journal of electrical systems,volume::journal of electrical systems::2024,HAS_VOLUME
journal::scientific reports,volume::scientific reports::2022,HAS_VOLUME
journal::astronomy &amp; astrophysics,volume::astronomy &amp; astrophysics::2020,HAS_VOLUME
journal::bmc family practice,volume::bmc family practice::2008,HAS_VOLUME
journal::frontiers in public health,volume::frontiers in public health::2022,HAS_VOLUME
journal::acta biotheoretica,volume::acta biotheoretica::2021,HAS_VOLUME
journal::online world conference on soft computing in industrial applications,volume::online world conference on soft computing in industrial applications::1973,HAS_VOLUME
journal::diabetology & metabolic syndrome,volume::diabetology & metabolic syndrome::2021,HAS_VOLUME
journal::journal of laparoendoscopic & advanced surgical techniques. part a,volume::journal of laparoendoscopic & advanced surgical techniques. part a::2025,HAS_VOLUME
journal::revista de gestão social e ambiental,volume::revista de gestão social e ambiental::2024,HAS_VOLUME
journal::journal of business and social sciences research,volume::journal of business and social sciences research::2023,HAS_VOLUME
journal::value in health,volume::value in health::2020,HAS_VOLUME
journal::international journal of human capital and information technology professionals,volume::international journal of human capital and information technology professionals::2021,HAS_VOLUME
journal::physical review d,volume::physical review d::2022,HAS_VOLUME
"journal::nutrition (burbank, los angeles county, calif.)","volume::nutrition (burbank, los angeles county, calif.)::2017",HAS_VOLUME
journal::jurnal ilmu lingkungan,volume::jurnal ilmu lingkungan::2023,HAS_VOLUME
journal::botanical gazette,volume::botanical gazette::1897,HAS_VOLUME
journal::bulletin of l.n. gumilyov eurasian national university. technical science and technology series,volume::bulletin of l.n. gumilyov eurasian national university. technical science and technology series::2024,HAS_VOLUME
journal::acm multimedia,volume::acm multimedia::2020,HAS_VOLUME
journal::acs omega,volume::acs omega::2022,HAS_VOLUME
journal::astronomical journal,volume::astronomical journal::2024,HAS_VOLUME
journal::science china physics mechanics and astronomy,volume::science china physics mechanics and astronomy::2023,HAS_VOLUME
journal::british poultry science,volume::british poultry science::2015,HAS_VOLUME
journal::biochemistry,volume::biochemistry::2021,HAS_VOLUME
journal::intensive care medicine experimental,volume::intensive care medicine experimental::2023,HAS_VOLUME
journal::afips national computer conference,volume::afips national computer conference::1899,HAS_VOLUME
journal::russian neurological journal,volume::russian neurological journal::2023,HAS_VOLUME
journal::journal of environmental management,volume::journal of environmental management::2013,HAS_VOLUME
journal::birth,volume::birth::2019,HAS_VOLUME
journal::isa transactions,volume::isa transactions::2021,HAS_VOLUME
journal::talanta: the international journal of pure and applied analytical chemistry,volume::talanta: the international journal of pure and applied analytical chemistry::2005,HAS_VOLUME
journal::measurement science and technology,volume::measurement science and technology::2024,HAS_VOLUME
journal::indian heart journal,volume::indian heart journal::2025,HAS_VOLUME
journal::scientific data,volume::scientific data::2026,HAS_VOLUME
journal::aaps journal,volume::aaps journal::2014,HAS_VOLUME
journal::international journal of visual and performing arts,volume::international journal of visual and performing arts::2023,HAS_VOLUME
journal::journal of geophysical research - atmospheres,volume::journal of geophysical research - atmospheres::2016,HAS_VOLUME
journal::journal of prosthodontics,volume::journal of prosthodontics::2024,HAS_VOLUME
journal::european journal of biochemistry,volume::european journal of biochemistry::1984,HAS_VOLUME
journal::motricidades,volume::motricidades::2023,HAS_VOLUME
journal::interspeech,volume::interspeech::2014,HAS_VOLUME
journal::international conference on theorem proving with analytic tableaux and related methods,volume::international conference on theorem proving with analytic tableaux and related methods::1999,HAS_VOLUME
"journal::izvestiya, atmospheric and oceanic physics","volume::izvestiya, atmospheric and oceanic physics::2024",HAS_VOLUME
journal::ieee signal processing letters,volume::ieee signal processing letters::2023,HAS_VOLUME
journal::international journal of engineering &amp; technology,volume::international journal of engineering &amp; technology::2018,HAS_VOLUME
journal::statistics in medicine,volume::statistics in medicine::2006,HAS_VOLUME
journal::journal of cancer research and clinical oncology,volume::journal of cancer research and clinical oncology::2022,HAS_VOLUME
journal::journal of visual languages and computing,volume::journal of visual languages and computing::2015,HAS_VOLUME
"journal::photodermatology, photoimmunology & photomedicine","volume::photodermatology, photoimmunology & photomedicine::2022",HAS_VOLUME
journal::comput. aided civ. infrastructure eng.,volume::comput. aided civ. infrastructure eng.::2019,HAS_VOLUME
journal::international conference on artificial intelligence and statistics,volume::international conference on artificial intelligence and statistics::2025,HAS_VOLUME
journal::sleep health,volume::sleep health::2019,HAS_VOLUME
journal::distributed event-based systems,volume::distributed event-based systems::2022,HAS_VOLUME
journal::american journal of perinatology,volume::american journal of perinatology::2022,HAS_VOLUME
journal::corporate social responsibility and environmental management,volume::corporate social responsibility and environmental management::2024,HAS_VOLUME
journal::cybernetics and systems,volume::cybernetics and systems::2021,HAS_VOLUME
journal::american journal of physiology - lung cellular and molecular physiology,volume::american journal of physiology - lung cellular and molecular physiology::2013,HAS_VOLUME
journal::statistics in medicine,volume::statistics in medicine::2010,HAS_VOLUME
journal::international journal of communication systems,volume::international journal of communication systems::2021,HAS_VOLUME
journal::int. j. hum. comput. stud.,volume::int. j. hum. comput. stud.::1998,HAS_VOLUME
journal::ieee international joint conference on neural network,volume::ieee international joint conference on neural network::2023,HAS_VOLUME
journal::future technology,volume::future technology::2024,HAS_VOLUME
journal::medrxiv,volume::medrxiv::2020,HAS_VOLUME
journal::cancers,volume::cancers::2021,HAS_VOLUME
journal::acm great lakes symposium on vlsi,volume::acm great lakes symposium on vlsi::2010,HAS_VOLUME
journal::barekeng jurnal ilmu matematika dan terapan,volume::barekeng jurnal ilmu matematika dan terapan::2023,HAS_VOLUME
journal::journal of the international neuropsychological society,volume::journal of the international neuropsychological society::1996,HAS_VOLUME
journal::european journal of clinical microbiology and infectious diseases,volume::european journal of clinical microbiology and infectious diseases::2021,HAS_VOLUME
journal::pattern recognition letters,volume::pattern recognition letters::2013,HAS_VOLUME
journal::science advances,volume::science advances::2024,HAS_VOLUME
journal::engineering structures,volume::engineering structures::2024,HAS_VOLUME
journal::natural language engineering,volume::natural language engineering::2022,HAS_VOLUME
journal::2021 ieee international geoscience and remote sensing symposium igarss,volume::2021 ieee international geoscience and remote sensing symposium igarss::2021,HAS_VOLUME
journal::computational intelligence and neuroscience,volume::computational intelligence and neuroscience::2021,HAS_VOLUME
"journal::ieee transactions on ultrasonics, ferroelectrics and frequency control","volume::ieee transactions on ultrasonics, ferroelectrics and frequency control::2018",HAS_VOLUME
journal::international journal for equity in health,volume::international journal for equity in health::2020,HAS_VOLUME
journal::diabetologia,volume::diabetologia::2010,HAS_VOLUME
journal::sustainability,volume::sustainability::2023,HAS_VOLUME
journal::jurnal pendidikan dan pembelajaran sekolah dasar,volume::jurnal pendidikan dan pembelajaran sekolah dasar::2023,HAS_VOLUME
journal::european conference on computer vision,volume::european conference on computer vision::2020,HAS_VOLUME
journal::international journal  of research and innovation in applied science,volume::international journal  of research and innovation in applied science::2024,HAS_VOLUME
journal::neonatal network,volume::neonatal network::2007,HAS_VOLUME
journal::international journal of pharmaceutics,volume::international journal of pharmaceutics::2004,HAS_VOLUME
journal::asian pacific journal of cancer prevention,volume::asian pacific journal of cancer prevention::2013,HAS_VOLUME
journal::international journal of rail transportation,volume::international journal of rail transportation::2025,HAS_VOLUME
