authorId,name,firstName,lastName
34112765,S. Lingam,S.,Lingam
5444977,Y. Koay,Y.,Koay
144520989,Holly P. McEwen,Holly,P. McEwen
4209159,S. Twigg,S.,Twigg
2856989,A. Don,A.,Don
1395754344,J. O’Sullivan,J.,O’Sullivan
5596772,S. Cordwell,S.,Cordwell
35769853,Melanie Y. White,Melanie,Y. White
2004489925,Suryapavan Cheruku,Suryapavan,Cheruku
2248086878,Suryanarayan Balaji,Suryanarayan,Balaji
2372264840,Adolfo Delgado,Adolfo,Delgado
2256195344,V. Krishnamurthy,V.,Krishnamurthy
2005507937,Qasim Ramzan,Qasim,Ramzan
2280916667,M. Amin,M.,Amin
2175894138,Najla M. Aloraini,Najla,M. Aloraini
2315828675,Hamid en Abd El-Wahed Khalifa,Hamid,en Abd El-Wahed Khalifa
2158674908,Dingding Hu,Dingding,Hu
152278375,Tao Yu,Tao,Yu
2314274172,Pengfei Li,Pengfei,Li
102122356,Noel Dyer,Noel,Dyer
27069705,C. Kastrisios,C.,Kastrisios
116444839,Leila De Floriani,Leila,De Floriani
2328457063,Lulu Zhang,Lulu,Zhang
2181382810,Xiaowen Wang,Xiaowen,Wang
2328271931,Huanhuan Zhang,Huanhuan,Zhang
2295873742,Bo Zhang,Bo,Zhang
2332789515,Jin Zhang,Jin,Zhang
2328219368,Xinkang Hu,Xinkang,Hu
2328800883,Xintong Du,Xintong,Du
2329139801,Jianrong Cai,Jianrong,Cai
2319523838,Weidong Jia,Weidong,Jia
2267774398,Chundu Wu,Chundu,Wu
2316183978,Simon Steiger,Simon,Steiger
5227098,H. Westerlind,H.,Westerlind
67026905,D. di Giuseppe,D.,di Giuseppe
2245688541,J. Askling,J.,Askling
123317105,Barmby,Barmby,
123271308,Dunn,Dunn,
123606134,Bates,Bates,
2098478951,Klaassen,Klaassen,
66250760,Slamet Wiyono,Slamet,Wiyono
66502079,T. Abidin,T.,Abidin
52274719,Ginanjar Wiro Sasmito,Ginanjar,Wiro Sasmito
2055082578,M. Huda,M.,Huda
2254533161,Holly J. Strausbaugh,Holly,J. Strausbaugh
5343121,M. Dallman,M.,Dallman
2255457200,Jon D. Levine,Jon,D. Levine
2238893992,Shishi Wu,Shishi,Wu
40791635,O. Magwood,O.,Magwood
2292103306,Quanfang Dong,Quanfang,Dong
2250610128,Xiaolin Wei,Xiaolin,Wei
5313527,K. Bearss,K.,Bearss
6736852,C. Johnson,C.,Johnson
4828365,B. Handen,B.,Handen
3940671,E. Butter,E.,Butter
5077635,L. Lecavalier,L.,Lecavalier
116140787,Tristram H. Smith,Tristram,H. Smith
49921397,L. Scahill,L.,Scahill
1665829767,Ugur Filiz,Ugur,Filiz
115254319,R. Annisa,R.,Annisa
151460282,M. Effendi,M.,Effendi
82704105,Damris Damris,Damris,Damris
47269568,Yosuke Ito,Yosuke,Ito
2324573,M. Fukuda,M.,Fukuda
7006279,H. Matsuzawa,H.,Matsuzawa
144819690,H. Masuda,H.,Masuda
2069792,Yu Kobayashi,Yu,Kobayashi
49459943,Naoya Hasegawa,Naoya,Hasegawa
2968627,H. Kitaura,H.,Kitaura
3178394,A. Kakita,A.,Kakita
1713355,Y. Fujii,Y.,Fujii
3025604,F. Holecz,F.,Holecz
40441018,M. Barbieri,M.,Barbieri
47822663,Alessio Cantone,Alessio,Cantone
34179057,P. Pasquali,P.,Pasquali
14057294,S. Monaco,S.,Monaco
88728428,Veeshan Rayamajhee,Veeshan,Rayamajhee
145361224,A. Bohara,A.,Bohara
3851299,Jilin Bai,Jilin,Bai
15553993,A. Bakula,A.,Bakula
1987099,D. Fellows,D.,Fellows
6495639,M. Ollenschleger,M.,Ollenschleger
4347767,I. Kureshi,I.,Kureshi
50264760,G. Spiegel,G.,Spiegel
2521798,Gian Fulgoni,Gian,Fulgoni
145556983,Q. Hu,Q.,Hu
93025540,S. Viswanadham,S.,Viswanadham
2240807548,Ravindra P. Joshi,Ravindra,P. Joshi
47222823,K. Schoenbach,K.,Schoenbach
2240103776,Stephen J. Beebe,Stephen,J. Beebe
2244234140,Peter F. Blackmore,Peter,F. Blackmore
2325935180,Yu Xia,Yu,Xia
2325723817,Guangji Zheng,Guangji,Zheng
2317503162,Ye Li,Ye,Li
2146673236,Hui Liu,Hui,Liu
2108009324,Xueliang Wang,Xueliang,Wang
2149196514,Yuwei Cai,Yuwei,Cai
1410743836,Mansour A. Al-Garni,Mansour,A. Al-Garni
1402419970,E. K. El-Sawy,E.,K. El-Sawy
103557480,S. Khomsi,S.,Khomsi
2352890929,André M. Souza,André,M. Souza
2380186791,Livia Lissa Kobayashi,Livia,Lissa Kobayashi
2356171968,Lucas Andrietta Tassoni,Lucas,Andrietta Tassoni
88651708,C. Garbossa,C.,Garbossa
2356170555,R. V. Ventura,R.,V. Ventura
2124985123,Elaine Parros Machado de Sousa,Elaine,Parros Machado de Sousa
2423149350,Isabella Rasthøj Holst,Isabella,Rasthøj Holst
34315328,S. F. Buhl,S.,F. Buhl
4761134,T. Thilsing,T.,Thilsing
50810823,M. M. Storsveen,M.,M. Storsveen
2341295788,S. Wehberg,S.,Wehberg
2092309968,T. Carstensen,T.,Carstensen
8569887,D. Jarbøl,D.,Jarbøl
144625909,A. Shelestov,A.,Shelestov
10720539,M. Lavreniuk,M.,Lavreniuk
144188078,V. Vasiliev,V.,Vasiliev
51894811,L. Shumilo,L.,Shumilo
49238811,A. Kolotii,A.,Kolotii
2647304,B. Yailymov,B.,Yailymov
2455282,Nataliia Kussul,Nataliia,Kussul
30494387,H. Yailymova,H.,Yailymova
1983855,G. Drusano,G.,Drusano
145347288,M. Neely,M.,Neely
25840079,Sarah Kim,Sarah,Kim
47652896,W. Yamada,W.,Yamada
77912692,S. Schmidt,S.,Schmidt
16865185,B. Duncanson,B.,Duncanson
29441712,Jocelyn Nole,Jocelyn,Nole
134522981,Nino Mtchedlidze,Nino,Mtchedlidze
1396443452,C. Peloquin,C.,Peloquin
143682962,A. Louie,A.,Louie
2347269026,Hyun Sim,Hyun,Sim
2111389959,Han-na Choi,Han-na,Choi
2291722033,Ujwala Thakur,Ujwala,Thakur
2291643815,Amarjeet Prajapati,Amarjeet,Prajapati
9249870,Ankit Vidyarthi,Ankit,Vidyarthi
31612911,A. Bennett,A.,Bennett
5360599,P. DePetrillo,P.,DePetrillo
2916386,Yongchao Liu,Yongchao,Liu
38613433,B. Schmidt,B.,Schmidt
1793395,D. Maskell,D.,Maskell
2278881205,Anna Wagner,Anna,Wagner
2396513018,Evren Aslan,Evren,Aslan
2321597753,Daniel Marimekala,Daniel,Marimekala
2284079973,Damian Valles,Damian,Valles
2351128198,Aman Simaremare,Aman,Simaremare
2260608205,Arif Rahman,Arif,Rahman
2093404219,Kisno Kisno,Kisno,Kisno
2095186605,K. Kamtini,K.,Kamtini
1804758,P. Ashenden,P.,Ashenden
145891613,P. Wilsey,P.,Wilsey
2693821,D. E. Martin,D.,E. Martin
2176904973,Siniča Mali,Siniča,Mali
37796772,Lenka Maličká,Lenka,Maličká
5149464,D. Hopko,D.,Hopko
145650984,Jessica Stowell,Jessica,Stowell
8137404,W. H. Jones,W.,H. Jones
4275807,Maria E. A. Armento,Maria,E. A. Armento
49707094,J. Cheek,J.,Cheek
2125112877,Godfrey C. Onuwa,Godfrey,C. Onuwa
2128180741,Solomon T. Folorunsho,Solomon,T. Folorunsho
31240641,G. Binuyo,G.,Binuyo
117237773,M. Emefiene,M.,Emefiene
2128182137,Onyekwere P. Ifenkwe,Onyekwere,P. Ifenkwe
3593501,H. Choi,H.,Choi
2145928544,Min Kyoung Kim,Min,Kyoung Kim
48052528,Kangwook Lee,Kangwook,Lee
2145140172,K. Lee,K.,Lee
4115529,Y. Choi,Y.,Choi
152692357,Y. Shin,Y.,Shin
35115774,Sung-Gook Cho,Sung-Gook,Cho
2170729171,S. Ko,S.,Ko
2822260,R. Perdisci,R.,Perdisci
40608753,Martina Lindorfer,Martina,Lindorfer
2527531,Adam Doupé,Adam,Doupé
3295950,A. Lanzi,A.,Lanzi
1696427,A. Kapravelos,A.,Kapravelos
2350947,G. Stringhini,G.,Stringhini
2240710091,Jiatong Li,Jiatong,Li
37278009,Fangda Han,Fangda,Han
144753120,Ricardo Guerrero,Ricardo,Guerrero
144658464,V. Pavlovic,V.,Pavlovic
11686575,L. Simhaev,L.,Simhaev
5155826,N. McCarty,N.,McCarty
40476765,R. Ford,R.,Ford
1710548,H. Senderowitz,H.,Senderowitz
2426651,Jin-xin Zheng,Jin-xin,Zheng
143792103,Yang Wu,Yang,Wu
46268513,Zhiwei Lin,Zhiwei,Lin
2152582000,Guangfu Wang,Guangfu,Wang
4456694,Sibo Jiang,Sibo,Jiang
2109359185,Xiang Sun,Xiang,Sun
51186421,Hao-peng Tu,Hao-peng,Tu
40396394,Zhijian Yu,Zhijian,Yu
38948602,D. Qu,D.,Qu
3075953,Š. Vintar,Š.,Vintar
2154843803,Mojca Brglez,Mojca,Brglez
2034060819,Aleš Žagar,Aleš,Žagar
1671749118,Polyanna de Sousa Moro,Polyanna,de Sousa Moro
1748919,R. Vidotti,R.,Vidotti
41136258,E. Dantas,E.,Dantas
1478343833,Akashnathan Aranganathan,Akashnathan,Aranganathan
7259364,E. Beyerle,E.,Beyerle
5705971,E. Karimuribo,E.,Karimuribo
69551948,E. Mutagahywa,E.,Mutagahywa
6759060,C. Sindato,C.,Sindato
38623584,L. Mboera,L.,Mboera
4994143,M. Mwabukusi,M.,Mwabukusi
8411958,M. Kariuki Njenga,M.,Kariuki Njenga
28923822,Scott Teesdale,Scott,Teesdale
3741485,Jennifer M Olsen,Jennifer,M Olsen
4298710,M. Rweyemamu,M.,Rweyemamu
2257976809,MD Artur Iwasieczko,MD,Artur Iwasieczko
2257976818,MD Tomasz Jazwiec,MD,Tomasz Jazwiec
2257976321,PhD Manikantam Gaddam,PhD,Manikantam Gaddam
2257974284,MD Boguslaw Gaweda,MD,Boguslaw Gaweda
2257972783,MD Magdalena Piekarska,MD,Magdalena Piekarska
2257979739,BS M. Solarewicz,BS,M. Solarewicz
2257980025,PhD Manuel K. Rausch,PhD,Manuel K. Rausch
2257982885,MD PhD Tomasz A. Timek,MD,PhD Tomasz A. Timek
1866719,T. Schaffter,T.,Schaffter
2990531,D. Marbach,D.,Marbach
1742820,D. Floreano,D.,Floreano
115017520,Galit Meisler,Galit,Meisler
2186438806,Tongyang Ren,Tongyang,Ren
2075303015,Tao Han,Tao,Han
2123059659,Qun Guo,Qun,Guo
2051688060,Gang Li,Gang,Li
1404484431,C. Schölzel-Dorenbos,C.,Schölzel-Dorenbos
5932956,E. Meeuwsen,E.,Meeuwsen
1399672577,M. Olde Rikkert,M.,Olde Rikkert
1397391917,Bilal Chehaibou,Bilal,Chehaibou
152735107,Eva Izquierdo,Eva,Izquierdo
37348265,Audrey Chu,Audrey,Chu
2142562965,Claire Abadie,Claire,Abadie
2137488824,Mariarosa Cavallo,Mariarosa,Cavallo
2000981924,A. Khalili,A.,Khalili
144988032,T. Dang,T.,Dang
83096908,C. Gréboval,C.,Gréboval
48670717,X. Xu,X.,Xu
6594658,S. Ithurria,S.,Ithurria
95458119,G. Vincent,G.,Vincent
32400193,B. Gallas,B.,Gallas
4597333,G. Mugny,G.,Mugny
40382566,A. Arnaud,A.,Arnaud
3769277,E. Lhuillier,E.,Lhuillier
2934021,C. Delerue,C.,Delerue
2405658146,Alvin Nugraha Saputra,Alvin,Nugraha Saputra
100714101,Aji Setiawan,Aji,Setiawan
73583875,Yamin Nuryamin,Yamin,Nuryamin
69432756,Ade Priyatna,Ade,Priyatna
2404070991,Zahra Alifia Dewi,Zahra,Alifia Dewi
12578391,J. Kunisch,J.,Kunisch
37192675,G. Messina,G.,Messina
6341590,D. Sirabella,D.,Sirabella
32231178,S. Monteverde,S.,Monteverde
4709659,B. Galvez,B.,Galvez
6173304,R. Tonlorenzi,R.,Tonlorenzi
4536950,E. Schnapp,E.,Schnapp
83580746,L. De Angelis,L.,De Angelis
144805818,S. Brunelli,S.,Brunelli
4803956,F. Relaix,F.,Relaix
34838522,M. Buckingham,M.,Buckingham
145455447,G. Cossu,G.,Cossu
50855628,Genovaitė Liobikienė,Genovaitė,Liobikienė
2242688969,Vilija Šatienė,Vilija,Šatienė
50854847,Mindaugas Butkus,Mindaugas,Butkus
151150702,Ni Made Kurniati,Ni,Made Kurniati
2080620934,Budi Utomo,Budi,Utomo
2185534838,Lulu An,Lulu,An
50082868,Jingwen Tan,Jingwen,Tan
2146024813,Yuanyuan Wang,Yuanyuan,Wang
2108638332,Siyu Liu,Siyu,Liu
50025818,Yongyong Li,Yongyong,Li
11499085,Lianjuan Yang,Lianjuan,Yang
1573044532,D. Salas-Escabillas,D.,Salas-Escabillas
2171100273,Jacee S. Moore,Jacee,S. Moore
2280411521,Daniel W Long,Daniel,W Long
2268190565,Megan T. Hoffman,Megan,T. Hoffman
2258512805,D. Rempinski,D.,Rempinski
2258497247,Nina G. Steele,Nina,G. Steele
47642858,H. Crawford,H.,Crawford
48511012,L. Robinson,L.,Robinson
6253077,L. Hinder,L.,Hinder
6327107,R. Pertwee,R.,Pertwee
120987884,G. Riedel,G.,Riedel
2055884581,B. Lima,B.,Lima
145378389,M. Almeida,M.,Almeida
98070116,I. Hosseinpour,I.,Hosseinpour
40211557,J. Agajo,J.,Agajo
2116299418,S. Thomas,S.,Thomas
2102268268,N. Gafai,N.,Gafai
2173942905,Shadrach Sule,Shadrach,Sule
2173942291,Eneji Ali,Eneji,Ali
2173942885,Paul Tizhe,Paul,Tizhe
1713791843,Dobrik Georgiev,Dobrik,Georgiev
2008258460,Danilo Numeroso,Danilo,Numeroso
3224102,D. Bacciu,D.,Bacciu
2283768451,Pietro Lió,Pietro,Lió
2221728,S. Kingham,S.,Kingham
38394509,G. Fisher,G.,Fisher
2265353,Simon Hales,Simon,Hales
9091733,Ionara De Lima Wilson,Ionara,De Lima Wilson
4099495,P. Bartie,P.,Bartie
145131856,A. Zakharova,A.,Zakharova
72600068,E. Vekhter,E.,Vekhter
145682491,E. Rutter,E.,Rutter
83065128,J. Critchley,J.,Critchley
46420580,L. Orton,L.,Orton
50194823,F. Pearson,F.,Pearson
40908609,M. Magnoli,M.,Magnoli
47390571,A. Floridi,A.,Floridi
49233730,D. Giuliani,D.,Giuliani
145957775,M. Monti,M.,Monti
6048697,E. Segalini,E.,Segalini
31234609,Mahmoud M. Daha,Mahmoud,M. Daha
144198442,M. E. Ibrahim,M.,E. Ibrahim
31451145,M. Izzularab,M.,Izzularab
2057451770,C. Campos,C.,Campos
2237011406,Rosa de Gregorio,Rosa,de Gregorio
1404943802,R. García-Nieto,R.,García-Nieto
144881617,F. Gago,F.,Gago
2054121803,P. Ortiz,P.,Ortiz
2083985,S. Alemany,S.,Alemany
134904663,Zainab Belal Lawhaishy,Zainab,Belal Lawhaishy
50391609,Anwar Hasan Abdullah Othman,Anwar,Hasan Abdullah Othman
2369626419,Monika Vishwakarma,Monika,Vishwakarma
2497955,N. Kesswani,N.,Kesswani
5591084,R. Loopstra,R.,Loopstra
143790907,A. Reeves,A.,Reeves
143893511,B. Barr,B.,Barr
1404301089,D. Taylor-Robinson,D.,Taylor-Robinson
144228140,M. Mckee,M.,Mckee
6569753,D. Stuckler,D.,Stuckler
2299863411,Song Chen,Song,Chen
2291837291,Dong-ting Guo,Dong-ting,Guo
2155683447,Da-Gui Wang,Da-Gui,Wang
2299915104,Fangbin Wang,Fangbin,Wang
2332568647,Han Tang,Han,Tang
2107458637,Q. Sun,Q.,Sun
2110638918,J.N. Anderson,J.N.,Anderson
2444309,A. Alouani,A.,Alouani
3597286,A. Santangeli,A.,Santangeli
6986613,S. Mammola,S.,Mammola
1967577,A. Lehikoinen,A.,Lehikoinen
6453968,A. Rajasärkkä,A.,Rajasärkkä
3060923,Andreas Lindén,Andreas,Lindén
4686005,M. Saastamoinen,M.,Saastamoinen
2219600678,K. S.,K.,S.
2057360811,M. Vakili,M.,Vakili
36262324,H. Hoekstra,H.,Hoekstra
52136783,Maciej Bilicki,Maciej,Bilicki
102768705,M. Fortuna,M.,Fortuna
144456393,K. Kuijken,K.,Kuijken
2249246857,A. Wright,A.,Wright
144500845,M. Asgari,M.,Asgari
2111286483,Michael J. I. Brown,Michael,J. I. Brown
1917350284,Elisabeth Dombrovskij,Elisabeth,Dombrovskij
102597912,T. Erben,T.,Erben
90494045,B. Giblin,B.,Giblin
47705244,C. Heymans,C.,Heymans
3121476,H. Hildebrandt,H.,Hildebrandt
2054415219,H. Johnston,H.,Johnston
9916889,S. Joudaki,S.,Joudaki
100615132,A. Kannawadi,A.,Kannawadi
2845289,Zhun Xu,Zhun,Xu
2122755492,Yan Jin,Yan,Jin
143867238,J. Bai,J.,Bai
2267014924,Stephen Y. Zhang,Stephen,Y. Zhang
151212958,S. Maddu,S.,Maddu
2364114591,Xiaojie Qiu,Xiaojie,Qiu
2380020895,Victor Chardès,Victor,Chardès
2955690,Thibaut Thonet,Thibaut,Thonet
2067996,Germán Kruszewski,Germán,Kruszewski
120419790,Jos Rozen,Jos,Rozen
2375046949,Pierre Erbacher,Pierre,Erbacher
2257233215,Marc Dymetman,Marc,Dymetman
4857152,M. Jiwa,M.,Jiwa
2075400606,Michael Gordon,Michael,Gordon
4205382,H. Arnet,H.,Arnet
3764237,Hooi C. Ee,Hooi,C. Ee
2244897314,Max Bulsara,Max,Bulsara
144762915,B. Colwell,B.,Colwell
39025835,Ming Su,Ming,Su
2055656346,Dongfeng Pan,Dongfeng,Pan
2110150417,Yuan Zhao,Yuan,Zhao
2144804068,Xing-Li Wang,Xing-Li,Wang
2181905319,Wenwen Lu,Wenwen,Lu
2181267919,Hua Meng,Hua,Meng
12142080,Xinya Su,Xinya,Su
2057226045,P. Liang,P.,Liang
2282280914,Ruizhe Zhou,Ruizhe,Zhou
2282093053,Ming Yang,Ming,Yang
100898492,Chaoyi Shang,Chaoyi,Shang
2274304968,Qiyang Zeng,Qiyang,Zeng
7520808,A. Wilhelm,A.,Wilhelm
6556634,J. Rhoads,J.,Rhoads
2108561889,Jared L. Moore,Jared,L. Moore
5563579,A. Major,A.,Major
2245508407,Deepak K Pattanaik,Deepak,K Pattanaik
2245512036,Amir Prasad Sahu,Amir,Prasad Sahu
2193396369,Vasudevan Lakshminarayanan,Vasudevan,Lakshminarayanan
2245524155,Nachieketa K Sharma,Nachieketa,K Sharma
70117988,Feixia Yang,Feixia,Yang
1739235,Ziliang Ping,Ziliang,Ping
2068196446,Fei Ma,Fei,Ma
2143434490,Yanwei Wang,Yanwei,Wang
50977009,D. Broekharst,D.,Broekharst
78265943,S. Bloem,S.,Bloem
116101682,Edward A. G. Groenland,Edward,A. G. Groenland
2236577789,Patrick P T Jeurissen,Patrick,P T Jeurissen
2358145899,Michel van Agthoven,Michel,van Agthoven
144553682,A. Salem,A.,Salem
40829811,M. Saghapour,M.,Saghapour
49225991,Richard D. Cuthbert,Richard,D. Cuthbert
68981359,L. Peckham,L.,Peckham
51317689,G. Asghari,G.,Asghari
121844597,M. Hasheminia,M.,Hasheminia
5301826,A. Heidari,A.,Heidari
6021257,P. Mirmiran,P.,Mirmiran
9677606,Kamran Guity,Kamran,Guity
4119839,M. K. Shahrzad,M.,K. Shahrzad
145156501,F. Azizi,F.,Azizi
2049457,F. Hadaegh,F.,Hadaegh
1580176628,O. Nwahia,O.,Nwahia
108725374,E. Onyeabor,E.,Onyeabor
10333836,J. A. Campos Sañudo,J.,A. Campos Sañudo
2353362676,Saul Higuera Pardo,Saul,Higuera Pardo
2331589515,R. Ballestero Diego,R.,Ballestero Diego
2334177162,Ana Carolina Lacorte de Assis,Ana,Carolina Lacorte de Assis
2330269854,Larissa Simões Ferreira Batista,Larissa,Simões Ferreira Batista
2331906421,Vitor Silva Coimbra,Vitor,Silva Coimbra
2330288859,Tatiana Tavares Rodriguez,Tatiana,Tavares Rodriguez
2319345666,José Alberto Barroso Castañon,José,Alberto Barroso Castañon
2330285061,Ercília de Stefano,Ercília,de Stefano
2223503107,Srijana Nepal,Srijana,Nepal
2210668951,Bidush Nepal,Bidush,Nepal
2110966319,Li Sun,Li,Sun
9903215,D. Cromwell,D.,Cromwell
2081772794,D. Dodwell,D.,Dodwell
2447279,K. Horgan,K.,Horgan
79814783,M. Gannon,M.,Gannon
29663159,J. Medina,J.,Medina
145251979,M. Pennington,M.,Pennington
5570550,R. Legood,R.,Legood
1381017208,I. dos-Santos-Silva,I.,dos-Santos-Silva
4007871,Z. Sadique,Z.,Sadique
4907921,Urvashi Tandon,Urvashi,Tandon
48498632,P. Chand,P.,Chand
48003732,A. Mittal,A.,Mittal
92060614,A. Tumasyan,A.,Tumasyan
39705248,W. Adam,W.,Adam
2118562381,J. W. Andrejkovic,J.,W. Andrejkovic
117391215,T. Bergauer,T.,Bergauer
145493914,S. Chatterjee,S.,Chatterjee
2155015773,K. Damanakis,K.,Damanakis
118199806,M. Dragicevic,M.,Dragicevic
114120741,A. Escalante Del Valle,A.,Escalante Del Valle
1491708234,P. S. Hussain,P.,S. Hussain
144359623,M. Jeitler,M.,Jeitler
25636744,N. Krammer,N.,Krammer
2960986,L. Lechner,L.,Lechner
40955724,D. Liko,D.,Liko
2264501221,I. Mikulec,I.,Mikulec
101845409,P. Paulitsch,P.,Paulitsch
93805513,F. Pitters,F.,Pitters
2264551876,J. Schieck,J.,Schieck
144760893,R. Schöfbeck,R.,Schöfbeck
144866764,D. Schwarz,D.,Schwarz
89824748,M. Sonawane,M.,Sonawane
97641771,S. Templ,S.,Templ
144050681,W. Waltenberger,W.,Waltenberger
104225051,C. Wulz,C.,Wulz
1381449602,M. R. Darwish,M.,R. Darwish
2155017123,T. Janssen,T.,Janssen
1685552577,T. Kello,T.,Kello
1404343449,H. Rejeb Sfar,H.,Rejeb Sfar
107838402,P. Van Mechelen,P.,Van Mechelen
153018048,E. Bols,E.,Bols
1394528556,J. D’Hondt,J.,D’Hondt
136828422,A. De Moor,A.,De Moor
145911225,M. Delcourt,M.,Delcourt
2126622278,H. El Faham,H.,El Faham
2769326,S. Lowette,S.,Lowette
4494046,S. Moortgat,S.,Moortgat
146136987,A. Morton,A.,Morton
47321278,D. Müller,D.,Müller
51230065,A. R. Sahasransu,A.,R. Sahasransu
103301881,S. Tavernier,S.,Tavernier
108267681,W. Van Doninck,W.,Van Doninck
4193196,D. Vannerom,D.,Vannerom
6461728,B. Clerbaux,B.,Clerbaux
49964927,G. De Lentdecker,G.,De Lentdecker
104511254,L. Favart,L.,Favart
98006296,D. Hohov,D.,Hohov
1399622588,J. Jaramillo,J.,Jaramillo
11485377,K. Lee,K.,Lee
102633417,M. Mahdavikhorrami,M.,Mahdavikhorrami
46699021,I. Makarenko,I.,Makarenko
1380592919,A. Malara,A.,Malara
153713475,S. Paredes,S.,Paredes
1729309368,L. Pétré,L.,Pétré
50851863,N. Postiau,N.,Postiau
2228151695,L. Thomas,L.,Thomas
2119274240,M. Vanden Bemden,M.,Vanden Bemden
114266497,C. Vander Velde,C.,Vander Velde
2227222277,P. Vanlaer,P.,Vanlaer
2264563132,D. Dobur,D.,Dobur
153003617,J. Knolle,J.,Knolle
103622217,L. Lambrecht,L.,Lambrecht
2042074842,G. Mestdach,G.,Mestdach
2235269830,M. Niedziela,M.,Niedziela
122672426,C. Rendón,C.,Rendón
145819377,C. Roskas,C.,Roskas
1581674054,A. Samalan,A.,Samalan
2226867483,K. Skovpen,K.,Skovpen
31089513,M. Tytgat,M.,Tytgat
2139922926,N. Van Den Bossche,N.,Van Den Bossche
152570578,B. Vermassen,B.,Vermassen
1729309415,L. Wezenbeek,L.,Wezenbeek
103890341,A. Benecke,A.,Benecke
35487722,G. Bruno,G.,Bruno
1752834339,F. Bury,F.,Bury
145722839,C. Caputo,C.,Caputo
1391138751,P. David,P.,David
118547314,C. Delaere,C.,Delaere
1729309391,I. S. Donertas,I.,S. Donertas
47505831,A. Giammanco,A.,Giammanco
89734778,K. Jaffel,K.,Jaffel
2333213816,Sa. Jain,Sa.,Jain
30189558,V. Lemaitre,V.,Lemaitre
152397014,K. Mondal,K.,Mondal
1729309423,A. Taliercio,A.,Taliercio
2119020587,T. Tran,T.,Tran
2388820961,P. Vischia,P.,Vischia
3147007,S. Wertz,S.,Wertz
2226868016,G. Alves,G.,Alves
121183337,E. Coelho,E.,Coelho
12549536,C. Hensel,C.,Hensel
12411229,A. Moraes,A.,Moraes
134598787,P. Rebello Teles,P.,Rebello Teles
117076279,W. Aldá Júnior,W.,Aldá Júnior
2134380600,M. Alves Gallo Pereira,M.,Alves Gallo Pereira
2118593935,M. Barroso Ferreira Filho,M.,Barroso Ferreira Filho
2003573900,H. Brandao Malbouisson,H.,Brandao Malbouisson
2173142149,W. Carvalho,W.,Carvalho
2226924642,J. Chinellato,J.,Chinellato
31329784,E. M. Da Costa,E.,M. Da Costa
116487272,G. G. da Silveira,G.,G. da Silveira
144625321,D. De Jesus Damiao,D.,De Jesus Damiao
2162493510,V. Dos Santos Sousa,V.,Dos Santos Sousa
116461685,S. Fonseca De Souza,S.,Fonseca De Souza
90427606,J. Martins,J.,Martins
1381646706,C. Mora Herrera,C.,Mora Herrera
2118652034,K. Mota Amarilo,K.,Mota Amarilo
2223267695,L. Mundim,L.,Mundim
2223267620,H. Nogima,H.,Nogima
145276710,A. Santoro,A.,Santoro
116763769,S. Silva Do Amaral,S.,Silva Do Amaral
5293648,A. Sznajder,A.,Sznajder
10498069,M. Thiel,M.,Thiel
51910589,F. Torres Da Silva De Araujo,F.,Torres Da Silva De Araujo
114425485,A. Vilela Pereira,A.,Vilela Pereira
2226927766,C. Bernardes,C.,Bernardes
47253435,L. Calligaris,L.,Calligaris
118521042,T. Tomei,T.,Tomei
143901197,E. Gregores,E.,Gregores
143617782,P. Mercadante,P.,Mercadante
104089673,S. Novaes,S.,Novaes
145898930,S. Padula,S.,Padula
145846796,A. Aleksandrov,A.,Aleksandrov
104284152,G. Antchev,G.,Antchev
2227590289,R. Hadjiiska,R.,Hadjiiska
2223267982,P. Iaydjiev,P.,Iaydjiev
25575076,M. Misheva,M.,Misheva
2226927706,M. Rodozov,M.,Rodozov
93833621,M. Shopova,M.,Shopova
96199606,G. Sultanov,G.,Sultanov
2061612683,A. Dimitrov,A.,Dimitrov
1388526241,T. Ivanov,T.,Ivanov
145656548,L. Litov,L.,Litov
48493584,B. Pavlov,B.,Pavlov
102558988,P. Petkov,P.,Petkov
153376377,A. Petrov,A.,Petrov
7372007,E. Shumka,E.,Shumka
152203453,S. Thakur,S.,Thakur
102636572,T. Cheng,T.,Cheng
95550164,T. Javaid,T.,Javaid
2227567232,M. Mittal,M.,Mittal
2145032977,L. Yuan,L.,Yuan
9328989,M. Ahmad,M.,Ahmad
48267709,G. Bauer,G.,Bauer
2157678166,Z. Hu,Z.,Hu
152290088,S. Lezki,S.,Lezki
144605921,Kai Yi,Kai,Yi
2109234637,G. M. Chen,G.,M. Chen
2108245588,H. S. Chen,H.,S. Chen
116014000,M. Chen,M.,Chen
1382061261,F. Iemmi,F.,Iemmi
2330756919,C. H. Jiang,C.,H. Jiang
89081109,A. Kapoor,A.,Kapoor
2070011043,H. Kou,H.,Kou
50427553,H. Liao,H.,Liao
2144234750,Z. Liu,Z.,Liu
1380593052,V. Milošević,V.,Milošević
153303753,F. Monti,F.,Monti
2199731151,R. Sharma,R.,Sharma
2262949314,J. Tao,J.,Tao
1382860483,J. Thomas-Wilsker,J.,Thomas-Wilsker
151478430,J. Wang,J.,Wang
49723897,H. Zhang,H.,Zhang
34616599,J. Zhao,J.,Zhao
153062618,A. Agapitos,A.,Agapitos
144318097,Yi An,Yi,An
95808700,Y. Ban,Y.,Ban
46729237,C. Chen,C.,Chen
48762952,A. Levin,A.,Levin
